year,seed,team,conference,wins,losses,ps_per_game,pa_per_game,srs,sos,offensive_rating,defensive_rating,fg_per_game,fga_per_game,fg_pct,fg2_per_game,fg2a_per_game,fg2_pct,fg3_per_game,fg3a_per_game,fg3_pct,ft_per_game,fta_per_game,ft_pct,orb_per_game,drb_per_game,trb_per_game,ast_per_game,stl_per_game,blk_per_game,tov_per_game,pf_per_game,win_pct
2019,15,Abilene Christian,Southland,27,6,73.6,63.6,-1.91,-7.34,108.7,93.8,26.4,56.2,0.469,19.0,36.8,0.516,7.4,19.4,0.38,13.4,18.9,0.712,9.6,23.1,32.6,15.4,8.7,2.7,12.0,18.7,0.818
2019,14,Georgia State,Sun Belt,24,9,76.4,73.3,2.44,0.65,107.1,102.7,26.6,57.9,0.459,16.9,32.6,0.517,9.7,25.3,0.384,13.6,20.4,0.666,8.0,24.6,32.6,12.2,7.9,4.6,11.5,17.1,0.727
2019,13,Northeastern,CAA,23,10,75.4,70.8,3.95,-0.7,111.7,104.8,25.9,54.4,0.476,16.2,29.1,0.558,9.6,25.2,0.382,14.0,18.6,0.751,7.0,24.6,31.6,14.1,6.2,2.2,11.2,15.9,0.697
2019,12,New Mexico State,WAC,30,4,78.1,64.5,10.05,-2.38,113.9,94.1,27.5,59.8,0.46,18.2,31.9,0.57,9.3,27.9,0.334,13.8,20.4,0.678,12.7,25.7,38.4,14.7,5.6,2.6,12.0,18.1,0.882
2019,11,Ohio State,Big Ten,19,14,69.1,66.2,13.89,11.0,103.2,98.9,24.0,55.2,0.434,16.4,33.1,0.497,7.5,22.1,0.341,13.6,18.6,0.734,9.4,25.3,34.7,14.1,5.9,2.4,12.5,17.8,0.576
2019,10,Seton Hall,Big East,20,13,73.8,71.9,10.25,8.34,104.0,101.4,26.1,59.4,0.439,19.1,37.6,0.506,7.1,21.8,0.324,14.5,20.5,0.706,10.6,25.1,35.7,13.5,6.9,3.9,12.4,18.8,0.606
2019,9,Washington,Pac-12,26,8,69.8,64.8,12.01,7.01,103.2,95.8,24.5,54.3,0.451,16.9,32.7,0.519,7.6,21.7,0.35,13.1,18.9,0.695,9.3,22.1,31.4,11.6,9.0,5.7,13.3,18.1,0.765
2019,8,Utah State,Mountain West,28,6,78.7,67.1,11.97,0.89,111.6,95.2,27.4,58.2,0.471,19.6,36.2,0.541,7.8,22.1,0.355,16.0,21.3,0.748,10.8,29.4,40.1,17.1,6.1,4.2,12.8,18.5,0.824
2019,7,Wofford,Southern,29,4,82.3,65.6,13.92,0.8,119.2,95.0,29.8,60.9,0.49,18.8,34.4,0.548,11.0,26.5,0.414,11.6,16.5,0.704,10.4,24.8,35.2,15.1,6.7,3.0,10.8,16.8,0.879
2019,6,Iowa State,Big 12,23,11,76.9,68.1,18.07,9.3,112.7,99.9,27.8,58.5,0.476,19.4,35.3,0.55,8.4,23.2,0.363,12.9,17.6,0.732,9.3,25.8,35.1,15.1,7.1,4.6,10.8,14.8,0.676
2019,5,Auburn,SEC,26,9,79.7,68.8,20.84,10.92,114.1,98.4,27.4,61.0,0.45,16.1,30.9,0.521,11.4,30.1,0.377,13.5,19.0,0.711,11.4,22.8,34.2,14.3,9.2,4.8,11.7,18.3,0.743
2019,4,Kansas,Big 12,25,9,75.7,70.1,18.35,12.79,106.5,98.7,27.5,59.1,0.465,20.3,38.5,0.526,7.2,20.6,0.35,13.5,19.2,0.705,10.4,27.8,38.2,13.3,6.8,3.9,13.1,16.9,0.735
2019,3,Houston,American,31,3,75.3,61.0,18.91,4.61,111.8,90.6,26.5,59.5,0.446,17.5,34.2,0.513,9.0,25.4,0.355,13.2,18.8,0.703,12.1,28.5,40.6,14.8,6.5,4.4,11.1,19.1,0.912
2019,2,Kentucky,SEC,27,6,75.8,64.7,21.43,10.29,111.9,95.5,26.4,55.4,0.477,20.6,39.0,0.529,5.8,16.4,0.354,17.2,23.2,0.739,11.5,27.1,38.6,13.5,5.9,4.8,12.6,16.2,0.818
2019,1,North Carolina,ACC,27,6,85.8,73.2,23.94,11.35,112.7,96.1,31.1,66.9,0.464,22.4,43.0,0.521,8.7,23.9,0.362,15.0,20.2,0.743,13.3,30.9,44.1,18.8,7.0,3.3,13.1,17.0,0.818
2019,16,Gardner–Webb,Big South,23,11,77.7,70.5,-2.61,-4.43,110.9,100.7,27.3,56.1,0.487,19.3,35.5,0.542,8.0,20.5,0.391,15.1,21.2,0.711,7.7,26.3,34.0,14.3,6.8,2.9,11.6,16.0,0.676
2019,15,Colgate,Patriot,24,10,75.7,70.2,1.23,-3.83,110.3,102.4,27.3,57.0,0.479,18.1,33.7,0.538,9.1,23.3,0.393,11.9,16.1,0.742,9.2,26.2,35.4,15.5,6.1,3.5,13.0,15.6,0.706
2019,14,Old Dominion,C-USA,26,8,65.7,60.8,3.74,-1.18,100.2,92.7,23.5,57.9,0.406,16.0,36.3,0.44,7.5,21.6,0.349,11.1,16.7,0.663,11.9,27.1,39.0,12.5,5.6,4.6,11.7,16.6,0.765
2019,13,UC Irvine,Big West,30,5,72.3,63.6,5.7,-2.3,107.8,94.8,26.7,58.4,0.457,19.9,39.4,0.504,6.8,18.9,0.359,12.1,17.3,0.702,11.6,28.2,39.8,12.9,5.7,4.1,11.9,18.2,0.857
2019,12,Oregon,Pac-12,23,12,70.0,62.2,13.95,6.13,106.2,94.4,25.2,55.9,0.451,17.4,33.8,0.516,7.8,22.1,0.351,11.8,16.4,0.721,9.5,24.9,34.4,13.2,7.6,4.3,11.6,17.5,0.657
2019,11,Saint Mary's,West Coast,22,11,72.4,64.3,12.58,4.4,112.2,99.6,26.4,56.0,0.472,19.0,36.3,0.523,7.4,19.7,0.378,12.1,16.3,0.742,9.7,25.0,34.7,10.0,5.9,2.6,10.4,16.8,0.667
2019,10,Iowa,Big Ten,22,11,78.3,73.9,14.27,9.84,110.4,104.1,26.1,57.3,0.456,18.0,35.0,0.514,8.1,22.3,0.364,17.9,24.3,0.739,10.2,25.4,35.6,15.5,6.0,3.2,12.2,16.1,0.667
2019,9,Oklahoma,Big 12,19,13,71.3,68.2,15.3,12.21,102.4,98.0,26.0,58.1,0.447,19.3,38.9,0.497,6.6,19.2,0.346,12.7,18.2,0.697,9.0,28.2,37.1,12.6,6.0,3.0,11.8,15.5,0.594
2019,8,Ole Miss,SEC,20,12,75.3,71.1,12.31,8.13,108.4,102.4,26.5,57.8,0.46,18.3,34.7,0.527,8.2,23.0,0.358,14.0,17.8,0.783,9.8,24.4,34.2,14.4,7.1,3.6,12.6,18.3,0.625
2019,7,Cincinnati,American,28,6,71.7,62.7,14.53,5.5,109.5,95.7,24.9,57.7,0.432,18.3,38.4,0.476,6.6,19.2,0.345,15.3,21.7,0.704,12.6,23.5,36.1,13.3,6.1,4.4,10.4,16.1,0.824
2019,6,Villanova,Big East,25,9,73.7,67.4,14.33,7.97,112.2,102.5,24.6,56.1,0.438,14.0,26.1,0.537,10.6,30.0,0.352,14.1,19.3,0.728,10.2,24.6,34.8,14.0,5.4,2.9,10.8,16.1,0.735
2019,5,Wisconsin,Big Ten,23,10,68.6,61.7,17.89,11.01,103.9,93.5,25.7,57.2,0.449,18.6,37.4,0.497,7.1,19.8,0.359,10.1,15.6,0.648,8.3,26.9,35.2,12.6,5.2,4.1,9.6,15.0,0.697
2019,4,Kansas State,Big 12,25,8,65.8,59.6,15.38,9.18,101.3,91.7,23.7,55.2,0.429,16.6,34.0,0.488,7.1,21.2,0.334,11.3,16.9,0.667,9.6,23.9,33.4,13.6,7.5,2.2,11.3,16.2,0.758
2019,3,Purdue,Big Ten,23,9,76.7,67.2,21.4,11.99,114.4,100.4,26.9,59.6,0.451,16.7,32.4,0.515,10.1,27.1,0.374,12.8,17.8,0.719,11.7,25.6,37.3,14.4,6.1,4.0,10.6,17.4,0.719
2019,2,Tennessee,SEC,29,5,82.0,69.7,21.55,10.16,116.1,98.7,29.9,60.3,0.496,22.8,41.0,0.556,7.1,19.3,0.367,15.2,20.1,0.754,10.2,27.4,37.6,17.8,6.0,5.4,11.1,17.7,0.853
2019,1,Virginia,ACC,29,3,71.4,56.1,25.46,10.15,116.3,91.3,25.6,54.1,0.474,17.2,32.7,0.525,8.4,21.4,0.395,11.7,15.7,0.744,9.0,25.9,34.9,14.3,5.6,3.9,9.0,14.3,0.906
2019,16,Fairleigh Dickinson,Northeast,20,13,74.9,71.9,-6.09,-7.24,107.5,103.2,26.3,55.4,0.475,18.6,36.2,0.515,7.7,19.2,0.4,14.5,20.1,0.725,9.2,23.8,33.0,13.9,7.5,3.8,13.6,16.5,0.606
2019,15,Montana,Big Sky,26,8,76.1,68.5,1.5,-5.05,110.6,99.5,27.9,56.7,0.492,19.7,34.9,0.564,8.2,21.8,0.376,12.2,17.7,0.689,8.4,25.2,33.6,14.6,6.5,3.0,11.9,18.7,0.765
2019,14,Northern Kentucky,Horizon,26,8,78.5,68.9,4.67,-2.39,111.4,97.7,28.0,58.5,0.478,19.2,34.4,0.559,8.7,24.1,0.363,13.8,20.7,0.666,10.4,26.7,37.1,16.9,6.2,4.0,12.6,19.0,0.765
2019,13,Vermont,America East,27,6,73.8,63.0,4.88,-4.18,110.2,94.1,25.4,55.5,0.458,17.4,33.1,0.525,8.0,22.4,0.359,14.9,19.9,0.748,8.9,26.2,35.1,11.7,5.5,4.0,11.1,16.7,0.818
2019,12,Murray State,Ohio Valley,27,4,82.6,68.3,8.96,-3.11,115.0,95.1,29.9,60.8,0.492,22.1,38.7,0.572,7.8,22.2,0.353,14.9,20.4,0.733,10.6,27.2,37.8,17.9,7.5,4.5,12.2,16.0,0.871
2019,11,Arizona State,Pac-12,22,10,77.6,73.4,10.28,6.04,105.4,99.6,26.4,59.2,0.447,19.4,38.2,0.508,7.1,21.0,0.336,17.6,25.9,0.68,11.7,28.0,39.7,13.5,6.3,3.2,13.7,19.9,0.688
2019,10,Florida,SEC,19,15,67.8,63.6,15.42,11.22,103.7,97.3,23.8,56.0,0.425,15.7,31.8,0.495,8.1,24.2,0.334,12.1,16.8,0.721,10.4,22.9,33.4,12.1,7.1,3.6,11.7,17.1,0.559
2019,9,Baylor,Big 12,19,13,71.8,67.7,13.38,9.26,107.6,101.4,25.6,57.8,0.442,17.5,34.2,0.512,8.1,23.6,0.341,12.6,18.7,0.677,13.2,24.4,37.7,13.9,6.1,4.7,13.1,18.7,0.594
2019,8,Syracuse,ACC,20,13,69.7,66.1,13.73,10.09,103.4,98.0,23.8,56.1,0.424,15.7,31.9,0.493,8.1,24.2,0.333,14.1,20.6,0.685,10.7,23.9,34.5,12.0,8.2,4.8,12.4,17.3,0.606
2019,7,Nevada,Mountain West,29,4,80.1,66.8,16.0,2.68,113.2,94.4,27.2,58.8,0.462,18.4,33.6,0.548,8.7,25.1,0.347,17.0,24.0,0.708,9.6,27.9,37.5,14.6,6.2,3.9,10.4,17.2,0.879
2019,6,Buffalo,MAC,31,3,84.4,70.8,15.56,2.62,112.8,94.7,30.1,65.1,0.462,20.5,36.7,0.559,9.6,28.4,0.337,14.6,21.3,0.687,12.6,28.3,40.8,16.6,7.3,3.9,12.0,18.3,0.912
2019,5,Marquette,Big East,24,9,77.3,69.5,14.78,6.96,108.2,97.3,26.3,57.9,0.454,16.9,33.7,0.5,9.4,24.2,0.388,15.4,20.4,0.757,9.7,28.3,38.0,13.4,4.9,4.3,13.7,18.7,0.727
2019,4,Florida State,ACC,27,7,74.9,67.2,17.99,10.26,106.3,95.3,25.9,58.7,0.442,18.6,36.5,0.509,7.4,22.1,0.332,15.6,21.0,0.744,11.3,26.3,37.6,12.8,7.2,4.4,13.3,19.1,0.794
2019,3,Texas Tech,Big 12,26,6,72.8,59.5,22.79,9.53,106.9,87.4,26.1,55.5,0.469,18.8,35.6,0.528,7.3,20.0,0.365,13.4,18.3,0.732,8.3,25.8,34.1,13.6,7.3,4.9,12.0,17.4,0.812
2019,2,Michigan,Big Ten,28,6,69.6,58.3,21.82,10.55,106.5,89.2,25.4,56.8,0.448,17.7,34.1,0.518,7.8,22.7,0.342,11.0,15.6,0.701,8.1,27.2,35.3,13.8,6.1,4.0,9.0,13.9,0.824
2019,1,Gonzaga,West Coast,30,3,87.6,64.9,27.79,5.01,122.2,90.4,31.8,60.5,0.526,24.1,39.2,0.614,7.8,21.4,0.363,16.3,21.4,0.761,9.6,29.4,39.0,18.1,7.5,5.5,10.6,16.3,0.909
2019,16,North Dakota State,Summit,19,16,73.0,72.6,-4.0,-2.07,108.5,107.9,25.0,55.0,0.454,15.5,29.0,0.533,9.5,26.0,0.365,13.6,17.5,0.777,6.5,25.0,31.6,11.5,4.6,2.5,10.5,14.9,0.543
2019,15,Bradley,Missouri Valley,20,14,66.5,65.3,-0.08,-0.9,100.2,98.3,23.2,53.5,0.433,16.3,34.9,0.468,6.9,18.7,0.368,13.3,19.2,0.692,8.9,25.2,34.1,12.1,5.3,3.8,12.6,17.6,0.588
2019,14,Yale,Ivy,22,7,80.9,73.4,5.52,-1.24,109.7,99.5,29.8,60.4,0.493,22.1,39.3,0.563,7.7,21.1,0.363,13.7,18.6,0.738,8.6,29.9,38.6,16.8,5.9,4.4,13.1,17.0,0.759
2019,13,Saint Louis,Atlantic 10,23,12,66.6,63.8,5.06,2.23,99.4,95.2,23.8,57.0,0.417,18.1,38.3,0.472,5.7,18.8,0.304,13.4,22.5,0.598,13.7,26.0,39.7,12.8,7.1,4.0,12.9,17.6,0.657
2019,12,Liberty,ASUN,28,6,73.7,61.4,5.27,-3.88,112.8,93.9,26.8,54.9,0.487,17.8,30.7,0.581,8.9,24.3,0.369,11.3,14.6,0.775,7.5,25.1,32.6,14.8,6.2,2.7,11.0,15.1,0.824
2019,11,Belmont,OVC,27,6,86.9,73.9,9.12,-2.6,116.2,98.8,31.6,63.5,0.498,21.2,35.5,0.596,10.4,27.9,0.372,13.4,18.1,0.737,8.7,30.0,38.7,19.5,6.7,3.8,11.4,15.4,0.818
2019,10,Minnesota,Big Ten,21,13,70.6,69.4,12.52,11.27,103.7,101.8,24.6,56.6,0.435,19.3,39.9,0.485,5.3,16.8,0.317,16.1,23.6,0.682,11.2,25.3,36.5,14.5,4.9,3.9,11.6,16.1,0.618
2019,9,UCF,American,23,8,72.3,64.5,13.37,5.58,107.1,95.5,24.8,53.4,0.465,17.9,34.4,0.52,6.9,19.0,0.365,15.7,24.2,0.649,9.5,27.3,36.8,13.3,5.7,4.5,11.9,16.8,0.742
2019,8,Virginia Commonwealth,Atlantic 10,25,7,71.0,61.9,11.96,2.87,102.1,89.1,24.8,56.7,0.438,17.7,33.4,0.531,7.1,23.4,0.305,14.2,20.3,0.701,10.8,25.8,36.6,13.6,8.0,4.5,13.9,19.7,0.781
2019,7,Louisville,ACC,20,13,74.6,68.4,17.28,11.04,107.4,98.4,25.1,57.9,0.434,16.5,32.6,0.506,8.6,25.3,0.342,15.7,20.2,0.777,10.1,28.0,38.1,13.5,4.4,2.9,12.1,17.4,0.606
2019,6,Maryland,Big Ten,22,10,71.4,65.5,16.01,10.09,107.3,98.4,25.2,56.1,0.449,18.0,35.4,0.508,7.3,20.8,0.349,13.7,18.4,0.743,11.1,28.2,39.3,13.1,4.4,4.8,12.9,15.5,0.688
