team,year,conference,seed,wins,losses,win_pct,ps_per_game,pa_per_game,srs,sos,fg_per_game,fga_per_game,fg_pct,fg2_per_game,fg2a_per_game,fg2_pct,fg3_per_game,fg3a_per_game,fg3_pct,ft_per_game,fta_per_game,ft_pct,orb_per_game,drb_per_game,trb_per_game,ast_per_game,stl_per_game,blk_per_game,tov_per_game,pf_per_game,offensive_rating,defensive_rating,ncaa_wins,ncaa_loss
LSU,1993,SEC,11,22,10,0.688,78.7,73.7,10.24,5.27,28.6,65.3,0.438,22.8,49.4,0.461,5.8,15.9,0.368,15.6,22.8,0.684,,,39.1,14.9,9.6,3.0,14.7,18.2,,,,California
SMU,1993,Southwest,10,20,7,0.741,81.1,76.1,6.8,3.15,30.1,69.9,0.43,24.0,49.5,0.484,6.1,20.4,0.299,14.9,25.0,0.596,,,44.6,16.3,8.3,3.8,12.8,19.5,,,,Brigham Young
Xavier,1993,MCC,9,23,5,0.821,74.3,65.1,10.89,2.75,28.0,56.0,0.501,23.4,44.5,0.527,4.6,11.5,0.4,13.7,19.8,0.69,,,35.6,16.2,5.4,4.1,13.7,17.1,,,New Orleans,Indiana
New Orleans,1993,Sun Belt,8,26,3,0.897,72.5,61.2,12.0,0.55,25.6,53.6,0.478,22.7,45.6,0.498,2.9,8.0,0.363,18.4,27.3,0.675,,,37.9,13.9,7.1,5.0,15.3,18.4,,,,Xavier
BYU,1993,WAC,7,24,8,0.75,81.0,71.9,12.5,4.09,27.9,56.0,0.498,23.1,43.0,0.538,4.7,13.0,0.363,20.5,26.7,0.767,,,38.9,18.0,6.3,3.7,16.6,21.2,,,Southern Methodist,Kansas
California,1993,Pac-10,6,19,8,0.704,79.3,73.8,12.79,7.26,29.2,61.8,0.473,24.7,47.4,0.522,4.5,14.5,0.311,16.4,24.6,0.665,,,37.9,17.1,9.5,3.3,16.6,20.2,,,"Louisiana State, Duke",Kansas
Oklahoma State,1993,Big Eight,5,19,8,0.704,77.4,69.1,14.62,9.9,27.8,54.2,0.514,23.3,42.6,0.548,4.5,11.6,0.389,17.3,25.7,0.673,,,38.8,17.9,7.3,2.9,17.4,18.6,,,Marquette,Louisville
Louisville,1993,Metro,4,20,8,0.714,81.1,74.0,14.65,8.85,29.6,59.4,0.498,23.5,44.8,0.525,6.1,14.6,0.416,15.8,23.7,0.669,,,37.6,16.8,7.7,4.3,15.2,17.3,,,"Delaware, Oklahoma State",Indiana
Duke,1993,ACC,3,23,7,0.767,86.4,71.2,25.98,10.76,30.9,60.9,0.507,25.2,46.5,0.541,5.8,14.5,0.397,18.9,26.2,0.721,,,36.0,16.5,8.4,5.0,14.7,16.5,,,Southern Illinois,California
Kansas,1993,Big Eight,2,25,6,0.806,84.4,69.7,22.3,10.88,30.8,59.8,0.515,24.8,45.2,0.549,6.0,14.6,0.408,16.8,23.4,0.718,,,36.1,19.1,9.1,2.9,14.5,17.6,,,"Ball State, Brigham Young, California, Indiana",North Carolina
Indiana,1993,Big Ten,1,28,3,0.903,86.5,71.6,25.83,11.09,30.7,58.9,0.522,25.1,45.7,0.55,5.6,13.3,0.425,19.4,27.1,0.717,,,36.6,17.7,6.2,2.8,12.9,15.9,,,"Wright State, Xavier, Louisville",Kansas
Rider,1993,Northeast,16,19,10,0.655,73.4,70.7,-5.61,-8.28,25.8,53.9,0.479,21.4,42.1,0.51,4.4,11.9,0.371,17.3,25.0,0.694,,,34.4,13.8,7.2,3.0,15.0,20.1,,,,Kentucky
Tennessee State,1993,Ohio Valley,15,19,9,0.679,78.7,76.1,-1.13,-4.56,28.8,62.2,0.464,22.2,42.9,0.518,6.6,19.3,0.342,14.4,22.7,0.638,,,40.2,16.8,6.6,4.4,14.8,19.9,,,,Seton Hall
Evansville,1993,MCC,14,23,6,0.793,75.0,65.3,8.84,-0.88,25.6,52.7,0.486,20.1,38.5,0.521,5.5,14.2,0.391,18.3,24.5,0.747,,,34.6,16.2,5.7,3.0,14.2,18.4,,,,Florida State
Northeast Louisiana,1993,Southland,13,26,4,0.867,87.2,74.2,7.65,-5.08,32.7,62.8,0.522,27.2,48.5,0.561,5.5,14.3,0.387,16.2,25.1,0.643,,,35.0,15.5,10.2,2.8,13.8,19.8,,,,Iowa
Chattanooga,1993,Southern,12,26,6,0.812,85.5,72.3,6.63,-3.06,30.2,62.4,0.483,23.0,43.8,0.526,7.1,18.7,0.381,18.0,24.0,0.751,,,39.5,16.6,7.9,3.5,13.5,15.5,,,,Wake Forest
Tulane,1993,Metro,11,21,8,0.724,75.9,69.5,8.13,2.39,27.9,61.9,0.45,24.1,49.3,0.488,3.8,12.6,0.303,16.3,25.9,0.631,,,38.2,15.4,11.9,3.3,15.4,19.1,,,Kansas State,Florida State
Memphis State,1993,Great Midwest,10,20,11,0.645,75.1,69.5,12.7,8.73,27.8,61.2,0.453,22.4,44.7,0.502,5.3,16.5,0.322,14.3,21.1,0.676,,,37.3,16.3,9.0,4.4,14.6,17.4,,,,Western Kentucky
Pittsburgh,1993,Big East,9,17,10,0.63,77.2,76.6,9.72,9.04,27.9,61.3,0.454,23.3,46.7,0.498,4.6,14.6,0.315,16.9,25.6,0.661,,,40.1,15.1,6.3,4.1,16.3,19.4,,,,Utah
Utah,1993,WAC,8,23,6,0.793,77.1,65.8,13.34,2.28,27.8,56.5,0.493,21.7,41.6,0.522,6.1,14.9,0.41,15.4,19.4,0.791,,,36.8,17.4,6.6,3.9,12.8,17.0,,,Pittsburgh,Kentucky
Western Kentucky,1993,Sun Belt,7,24,5,0.828,85.1,71.7,15.22,1.75,30.8,64.2,0.479,24.4,46.4,0.525,6.4,17.8,0.36,17.1,26.7,0.642,,,38.6,16.2,11.2,3.9,16.7,22.1,,,"Memphis, Seton Hall",Florida State
Kansas State,1993,Big Eight,6,19,10,0.655,70.3,67.0,9.85,6.91,26.0,58.8,0.442,20.7,43.2,0.478,5.3,15.6,0.343,13.0,19.4,0.667,,,37.2,15.2,6.7,1.6,15.9,19.0,,,,Tulane
Wake Forest,1993,ACC,5,19,8,0.704,77.7,70.2,16.82,9.32,27.8,56.6,0.491,21.8,41.6,0.523,6.0,15.0,0.402,16.0,22.2,0.722,,,36.8,16.4,6.9,2.9,14.4,15.3,,,"Chattanooga, Iowa",Kentucky
Iowa,1993,Big Ten,4,22,8,0.733,78.3,65.4,19.75,8.13,27.7,58.6,0.472,24.5,48.5,0.504,3.2,10.1,0.319,19.8,28.0,0.705,,,42.8,14.3,9.6,5.2,15.3,15.6,,,Louisiana-Monroe,Wake Forest
Florida State,1993,ACC,3,22,9,0.71,86.3,79.7,18.07,11.44,32.7,66.1,0.495,27.4,50.0,0.547,5.3,16.1,0.332,15.5,23.1,0.673,,,39.3,16.7,9.2,6.0,15.8,17.3,,,"Evansville, Tulane, Western Kentucky",Kentucky
Seton Hall,1993,Big East,2,27,6,0.818,77.9,66.9,19.48,9.07,26.3,55.5,0.475,20.7,40.9,0.506,5.7,14.5,0.389,19.5,25.9,0.755,,,37.4,15.4,7.4,4.8,14.2,18.3,,,Tennessee State,Western Kentucky
Kentucky,1993,SEC,1,26,3,0.897,87.5,69.8,26.9,9.23,30.8,64.2,0.48,20.8,38.9,0.536,10.0,25.4,0.394,15.9,23.1,0.688,,,40.1,19.6,9.5,4.7,15.9,22.8,,,"Rider, Utah, Wake Forest, Florida State",Michigan
East Carolina,1993,CAA,16,13,16,0.448,67.9,69.6,-2.02,0.94,24.2,57.6,0.419,18.9,41.8,0.452,5.3,15.8,0.333,14.3,22.2,0.643,,,35.8,11.5,7.3,2.2,14.2,19.7,,,,North Carolina
Coppin State,1993,MEAC,15,22,7,0.759,73.8,66.5,-3.73,-11.06,24.5,61.3,0.4,17.5,40.8,0.428,7.1,20.5,0.344,17.7,25.2,0.701,,,38.1,11.6,9.3,3.4,14.7,19.6,,,,Cincinnati
Penn,1993,Ivy League,14,22,4,0.846,72.2,62.4,6.27,-3.14,26.4,59.3,0.445,19.1,41.1,0.464,7.3,18.2,0.401,12.1,18.1,0.667,,,37.1,14.7,7.3,3.4,11.7,17.7,,,,Massachusetts
Holy Cross,1993,Patriot,13,23,6,0.793,85.4,77.8,2.59,-5.04,29.5,62.4,0.473,24.0,48.3,0.497,5.5,14.1,0.388,21.0,28.5,0.737,,,37.0,17.9,10.1,3.1,15.4,18.4,,,,Arkansas
Texas Tech,1993,Southwest,12,18,11,0.621,80.2,77.5,2.91,1.56,27.9,58.8,0.475,21.5,41.7,0.516,6.4,17.1,0.376,17.9,26.3,0.679,,,38.5,17.2,6.8,2.6,15.8,18.7,,,,St. John's (NY)
Manhattan,1993,MAAC,11,23,6,0.793,73.1,66.9,3.15,-3.05,25.7,55.7,0.462,20.3,40.9,0.496,5.4,14.8,0.368,16.2,24.3,0.669,,,37.9,14.4,7.9,2.6,16.6,19.0,,,,Virginia
Nebraska,1993,Big Eight,10,20,10,0.667,80.5,75.7,10.57,5.7,29.3,63.7,0.46,24.2,48.6,0.498,5.1,15.1,0.338,16.9,24.7,0.684,,,41.4,17.4,8.5,4.2,17.4,22.4,,,,New Mexico State
Purdue,1993,Big Ten,9,18,9,0.667,70.9,67.8,12.95,9.63,26.0,53.9,0.482,22.1,43.7,0.505,3.9,10.2,0.385,15.0,21.2,0.708,,,32.1,15.6,6.5,2.3,14.8,18.1,,,,Rhode Island
Rhode Island,1993,Atlantic 10,8,18,10,0.643,77.2,74.1,9.5,6.4,26.2,59.8,0.439,20.9,43.8,0.476,5.4,16.0,0.335,19.4,27.1,0.716,,,37.1,13.3,8.5,2.7,14.3,24.4,,,Purdue,North Carolina
New Mexico State,1993,Big West,7,25,7,0.781,76.9,72.4,8.08,4.11,27.3,58.7,0.465,22.8,45.6,0.499,4.5,13.1,0.347,17.8,25.9,0.688,,,37.5,16.2,7.8,2.6,15.1,16.1,,,Nebraska,Cincinnati
Virginia,1993,ACC,6,19,9,0.679,74.2,69.3,14.6,9.76,27.3,62.0,0.441,22.8,48.5,0.471,4.5,13.5,0.334,15.0,23.0,0.653,,,41.4,15.5,5.4,3.8,14.5,18.5,,,"Manhattan, Massachusetts",Cincinnati
St. John's,1993,Big East,5,18,10,0.643,75.4,71.7,13.14,9.47,27.5,57.2,0.481,24.8,49.1,0.506,2.7,8.1,0.331,17.7,26.6,0.665,,,36.4,15.8,9.2,2.3,15.2,22.0,,,Texas Tech,Arkansas
Arkansas,1993,SEC,4,20,8,0.714,86.9,77.5,17.71,8.29,32.1,65.8,0.488,25.3,48.6,0.521,6.8,17.2,0.395,16.0,23.3,0.687,,,34.4,18.8,11.4,3.1,14.5,22.8,,,"Holy Cross, St. John's (NY)",North Carolina
UMass,1993,Atlantic 10,3,23,6,0.793,73.0,64.1,14.24,5.34,24.4,55.5,0.44,19.4,41.0,0.472,5.0,14.5,0.346,19.2,27.5,0.698,,,39.7,15.0,6.2,4.8,14.5,19.7,,,Pennsylvania,Virginia
Cincinnati,1993,Great Midwest,2,24,4,0.857,74.5,58.5,22.62,6.62,28.1,59.8,0.47,23.2,44.3,0.522,5.0,15.4,0.322,13.3,20.8,0.639,,,36.0,16.0,10.0,2.6,14.1,18.5,,,"Coppin State, New Mexico State, Virginia",North Carolina
North Carolina,1993,ACC,1,28,4,0.875,86.1,68.3,29.04,11.24,32.1,63.3,0.506,27.7,51.4,0.538,4.4,11.9,0.372,17.5,24.8,0.706,,,41.1,18.4,9.4,3.8,15.3,15.8,,,"East Carolina, Rhode Island, Arkansas, Cincinnati, Kansas, Michigan",
Mississippi Valley State,1992,SWAC,16,16,13,0.552,82.8,81.9,-8.8,-9.8,30.4,73.5,0.414,24.1,52.8,0.456,6.4,20.7,0.308,15.5,24.3,0.64,,,44.5,11.6,10.0,3.0,15.6,20.7,,,,Ohio State
Georgia Southern,1992,TAAC,15,25,5,0.833,91.5,80.7,2.75,-7.22,33.3,66.9,0.498,26.3,49.6,0.53,7.0,17.3,0.407,17.8,25.5,0.7,,,37.9,19.2,10.3,3.4,16.6,24.2,,,,Oklahoma State
East Tennessee State,1992,Southern,14,23,6,0.793,86.1,77.7,6.71,-1.79,29.8,64.9,0.459,22.2,44.7,0.497,7.6,20.3,0.374,19.0,26.9,0.706,,,39.0,15.3,8.0,3.8,15.3,20.2,,,Arizona,Michigan
Miami (OH),1992,MAC,13,23,7,0.767,68.2,60.9,8.37,2.92,23.8,50.6,0.471,17.5,35.1,0.499,6.3,15.5,0.407,14.3,20.9,0.684,,,31.9,14.5,7.6,3.3,14.1,17.8,,,,North Carolina
Stanford,1992,Pac-10,12,18,10,0.643,75.7,68.0,15.91,8.19,28.2,59.7,0.473,23.8,48.5,0.49,4.4,11.1,0.399,14.8,22.0,0.675,,,37.9,17.5,5.9,2.0,13.2,17.4,,,,Alabama
Temple,1992,Atlantic 10,11,17,12,0.586,70.5,68.7,10.15,8.42,24.6,57.7,0.427,17.7,37.3,0.474,7.0,20.4,0.341,14.2,23.1,0.616,,,35.3,12.8,9.0,4.1,11.5,17.6,,,,Michigan
Tulane,1992,Metro,10,21,8,0.724,82.1,73.2,11.8,2.3,30.7,65.3,0.47,27.2,55.2,0.493,3.5,10.1,0.347,17.2,25.1,0.686,,,36.6,15.5,12.5,2.2,15.5,19.5,,,St. John's (NY),Oklahoma State
Connecticut,1992,Big East,9,19,9,0.679,79.0,71.1,15.03,7.1,27.2,61.5,0.442,20.9,45.0,0.463,6.3,16.4,0.383,18.4,27.0,0.682,,,41.1,13.7,8.0,5.5,15.2,19.8,,,Nebraska,Ohio State
Nebraska,1992,Big Eight,8,19,9,0.679,80.5,76.4,12.6,8.5,29.0,63.0,0.461,22.7,46.1,0.493,6.3,16.9,0.374,16.1,25.5,0.632,,,45.0,18.6,6.6,5.8,19.0,18.3,,,,Connecticut
St. John's,1992,Big East,7,19,10,0.655,71.4,65.1,15.62,9.35,25.4,57.4,0.443,21.9,47.1,0.465,3.5,10.3,0.34,17.0,25.4,0.671,,,37.2,14.7,9.1,3.9,13.2,20.8,,,,Tulane
Michigan,1992,Big Ten,6,20,8,0.714,77.9,71.4,18.79,12.29,29.8,60.1,0.496,26.4,49.5,0.532,3.5,10.6,0.328,14.7,22.6,0.651,,,40.4,16.6,6.4,5.4,17.9,20.4,,,"Temple, East Tennessee State, Oklahoma State, Ohio State, Cincinnati",Duke
Alabama,1992,SEC,5,25,8,0.758,78.2,72.0,13.53,7.3,28.5,60.4,0.472,21.8,41.7,0.524,6.7,18.7,0.357,14.5,21.5,0.673,,,37.4,12.4,7.1,6.4,15.2,15.4,,,Stanford,North Carolina
North Carolina,1992,ACC,4,21,9,0.7,83.5,75.6,18.04,10.16,31.5,63.0,0.5,27.1,50.7,0.535,4.4,12.3,0.354,16.2,22.6,0.716,,,38.3,18.7,8.6,4.3,16.3,18.1,,,"Miami (OH), Alabama",Ohio State
Arizona,1992,Pac-10,3,24,6,0.8,84.8,68.8,24.16,8.19,31.2,62.0,0.503,25.4,47.2,0.538,5.8,14.8,0.394,16.6,24.6,0.674,,,43.3,17.4,7.6,3.9,14.0,17.7,,,,East Tennessee State
Oklahoma State,1992,Big Eight,2,26,7,0.788,75.7,63.1,21.53,10.78,26.3,53.3,0.494,21.5,40.1,0.535,4.9,13.2,0.368,18.2,26.4,0.689,,,35.1,16.7,8.1,4.0,14.6,18.3,,,"Georgia Southern, Tulane",Michigan
Ohio State,1992,Big Ten,1,23,5,0.821,80.6,66.8,24.37,10.62,30.0,60.8,0.494,25.3,48.9,0.518,4.7,12.0,0.394,15.8,21.9,0.721,,,34.9,16.2,8.3,3.4,12.5,17.0,,,"Mississippi Valley State, Connecticut, North Carolina",Michigan
Robert Morris,1992,NEC,16,19,11,0.633,74.3,71.0,-3.49,-6.81,27.1,56.2,0.483,23.3,46.3,0.502,3.9,9.9,0.392,16.2,22.5,0.718,,,35.6,13.3,5.4,2.1,15.3,20.1,,,,UCLA
Eastern Illinois,1992,Mid-Continent,15,17,13,0.567,68.1,68.9,-2.36,-0.69,24.3,53.2,0.456,19.4,40.2,0.481,4.9,12.9,0.379,14.6,21.2,0.69,,,33.7,13.7,5.3,1.8,14.7,18.1,,,,Indiana
Montana,1992,Big Sky,14,27,3,0.9,76.2,64.0,7.42,-4.23,26.9,56.6,0.475,22.2,43.7,0.508,4.7,12.9,0.365,17.6,26.3,0.67,,,40.6,16.6,8.1,4.8,14.6,19.1,,,,Florida State
Southwestern Louisiana,1992,Sun Belt,13,20,10,0.667,80.2,75.6,5.54,0.88,30.1,62.2,0.484,26.4,51.7,0.511,3.7,10.5,0.348,16.3,24.8,0.657,,,38.8,15.8,7.3,3.7,15.0,17.2,,,Oklahoma,New Mexico State
New Mexico State,1992,Big West,12,23,7,0.767,78.0,71.3,9.81,4.28,27.3,59.1,0.462,22.7,46.0,0.493,4.6,13.1,0.353,18.7,27.2,0.687,,,38.5,16.4,8.4,1.9,15.1,17.5,,,"DePaul, Louisiana",UCLA
South Florida,1992,Metro,11,19,9,0.679,76.4,73.6,6.57,3.4,27.9,59.9,0.465,22.4,44.6,0.503,5.4,15.3,0.357,15.2,22.0,0.691,,,36.2,17.2,7.2,3.0,14.9,16.7,,,,Georgetown
BYU,1992,WAC,10,25,6,0.806,80.2,69.6,14.58,3.95,27.4,55.1,0.498,20.7,39.5,0.524,6.7,15.5,0.431,18.7,25.4,0.737,,,36.8,17.6,6.8,2.9,14.1,19.4,,,,Louisiana State
Wake Forest,1992,ACC,9,17,11,0.607,74.6,68.4,13.41,7.31,29.2,59.1,0.494,25.3,47.9,0.529,3.9,11.2,0.348,12.1,19.2,0.633,,,36.8,16.8,5.9,2.6,14.2,16.8,,,,Louisville
Louisville,1992,Metro,8,18,10,0.643,77.5,72.9,12.81,8.21,28.8,60.5,0.475,24.7,48.5,0.508,4.1,12.0,0.342,15.8,23.2,0.683,,,36.2,16.1,8.8,4.1,16.2,20.0,,,Wake Forest,UCLA
LSU,1992,SEC,7,20,9,0.69,87.5,75.9,20.22,8.64,32.3,65.8,0.49,26.2,49.3,0.532,6.0,16.5,0.367,17.0,26.5,0.641,,,42.2,16.7,10.0,6.6,17.2,18.5,,,Brigham Young,Indiana
Georgetown,1992,Big East,6,21,9,0.7,73.2,63.8,11.9,6.15,24.3,54.3,0.446,19.9,40.7,0.49,4.3,13.7,0.316,20.5,28.8,0.712,,,39.4,14.6,6.6,6.4,15.1,21.0,,,South Florida,Florida State
DePaul,1992,Great Midwest,5,20,8,0.714,81.1,76.2,11.7,6.7,29.0,61.0,0.475,24.7,49.3,0.501,4.2,11.7,0.363,19.0,26.6,0.714,,,37.3,17.7,9.6,4.2,17.0,19.7,,,,New Mexico State
Oklahoma,1992,Big Eight,4,21,8,0.724,94.6,82.0,19.02,8.62,34.9,74.0,0.471,28.3,56.6,0.499,6.6,17.4,0.38,18.2,26.6,0.682,,,43.9,18.5,9.7,4.8,14.4,22.2,,,,Louisiana
Florida State,1992,ACC,3,20,9,0.69,80.2,75.0,14.02,8.74,29.8,61.6,0.484,24.5,46.2,0.53,5.3,15.3,0.346,15.2,22.9,0.663,,,37.3,14.7,9.1,4.5,15.1,18.6,,,"Montana, Georgetown",Indiana
Indiana,1992,Big Ten,2,23,6,0.793,83.4,65.8,30.05,12.43,29.1,58.1,0.502,24.4,46.8,0.521,4.8,11.3,0.422,20.4,27.9,0.732,,,37.3,17.4,7.4,3.6,12.4,18.0,,,"Eastern Illinois, Louisiana State, Florida State, UCLA",Duke
UCLA,1992,Pac-10,1,25,4,0.862,84.4,73.1,19.91,9.81,29.9,59.8,0.5,24.7,46.6,0.529,5.2,13.2,0.399,19.4,26.0,0.744,,,36.2,18.3,7.8,2.8,13.5,20.0,,,"Robert Morris, Louisville, New Mexico State",Indiana
Howard,1992,MEAC,16,17,13,0.567,70.3,72.0,-12.47,-10.71,25.4,60.4,0.421,21.7,48.1,0.45,3.7,12.3,0.305,15.7,24.5,0.639,,,37.0,13.9,8.2,2.9,17.2,21.6,,,,Kansas
Northeast Louisiana,1992,Southland,15,19,9,0.679,77.8,71.1,-2.4,-5.09,29.2,62.8,0.465,23.9,46.6,0.512,5.3,16.1,0.329,14.2,21.7,0.654,,,35.4,14.6,9.9,2.2,13.0,19.7,,,,Southern California
Murray State,1992,Ohio Valley,14,17,12,0.586,83.8,79.9,1.64,-1.22,30.5,65.9,0.463,25.8,52.6,0.491,4.7,13.3,0.353,18.1,24.8,0.729,,,41.6,16.1,8.1,2.7,17.9,22.2,,,,Arkansas
Delaware,1992,NAC,13,27,3,0.9,81.3,70.9,0.33,-9.19,29.5,61.0,0.484,25.7,50.7,0.508,3.7,10.3,0.364,18.6,27.0,0.689,,,42.1,14.0,8.9,4.1,18.0,18.0,,,,Cincinnati
Southwest Missouri State,1992,Missouri Valley,12,23,7,0.767,64.6,56.8,6.05,-1.15,22.6,47.7,0.473,19.8,39.2,0.505,2.8,8.5,0.328,16.6,22.2,0.751,,,28.8,13.6,6.4,1.5,12.8,18.3,,,,Michigan State
Pepperdine,1992,West Coast,11,24,6,0.8,75.8,67.4,9.03,0.85,26.1,52.5,0.497,20.8,39.0,0.533,5.3,13.5,0.393,18.4,26.1,0.704,,,34.9,15.5,7.2,3.3,14.7,16.4,,,,Memphis
Houston,1992,SWC,10,25,5,0.833,77.7,68.8,12.14,4.35,27.5,57.1,0.482,21.2,39.1,0.542,6.3,17.9,0.353,16.4,24.6,0.665,,,35.6,16.6,8.2,4.4,14.6,17.2,,,,Georgia Tech
UTEP,1992,WAC,9,25,6,0.806,72.9,62.9,14.0,5.56,27.1,57.6,0.471,23.4,47.0,0.498,3.7,10.6,0.35,15.0,22.1,0.677,,,36.1,14.6,7.1,6.4,11.9,19.1,,,"Evansville, Kansas",Cincinnati
Evansville,1992,MCC,8,24,5,0.828,78.5,67.7,12.65,1.35,27.8,55.6,0.5,22.6,41.7,0.541,5.2,13.9,0.375,17.8,24.8,0.717,,,36.5,17.1,6.9,3.6,16.4,17.3,,,,UTEP
Georgia Tech,1992,ACC,7,21,11,0.656,80.4,74.5,16.49,10.64,30.2,62.4,0.484,24.8,47.7,0.519,5.4,14.6,0.367,14.7,21.9,0.67,,,40.9,18.9,7.3,5.1,16.7,17.5,,,"Houston, Southern California",Memphis
Memphis State,1992,Great Midwest,6,20,10,0.667,74.3,71.2,12.68,9.59,27.7,61.2,0.453,23.6,48.8,0.485,4.1,12.4,0.326,14.9,20.6,0.72,,,38.1,16.0,8.1,4.4,15.2,18.8,,,"Pepperdine, Arkansas, Georgia Tech",Cincinnati
Michigan State,1992,Big Ten,5,21,7,0.75,74.0,69.0,17.72,12.76,28.6,55.8,0.512,24.4,44.8,0.546,4.1,11.1,0.373,12.7,18.4,0.691,,,34.9,17.8,6.3,2.5,16.3,16.5,,,Missouri State,Cincinnati
Cincinnati,1992,Great Midwest,4,25,4,0.862,79.0,63.1,21.67,5.94,28.2,60.1,0.469,22.1,43.8,0.505,6.1,16.3,0.375,16.4,25.1,0.654,,,35.0,15.1,9.3,3.6,13.2,19.3,,,"Delaware, Michigan State, UTEP, Memphis",Michigan
Arkansas,1992,SEC,3,25,7,0.781,89.8,76.9,19.2,8.2,33.2,66.9,0.496,27.5,51.7,0.532,5.7,15.2,0.374,17.8,24.0,0.741,,,38.8,19.8,10.5,5.0,14.7,18.1,,,Murray State,Memphis
USC,1992,Pac-10,2,23,5,0.821,79.4,73.3,12.93,7.38,27.1,60.8,0.446,19.5,40.5,0.481,7.7,20.3,0.378,17.4,25.2,0.692,,,36.2,14.9,7.2,1.5,12.8,18.5,,,Louisiana-Monroe,Georgia Tech
Kansas,1992,Big Eight,1,26,4,0.867,84.5,68.1,25.25,9.82,30.5,59.1,0.515,25.2,45.5,0.553,5.3,13.7,0.389,18.3,28.4,0.643,,,38.4,18.9,8.8,3.8,17.6,22.1,,,Howard,UTEP
Campbell,1992,Big South,16,19,11,0.633,69.3,67.0,-10.24,-10.8,24.7,53.4,0.463,18.6,37.9,0.491,6.1,15.5,0.394,13.6,21.5,0.636,,,34.1,14.3,8.4,2.8,15.5,16.7,,,,Duke
Old Dominion,1992,CAA,15,15,14,0.517,74.7,79.4,-3.69,1.61,25.8,60.1,0.429,20.7,45.3,0.458,5.0,14.8,0.339,18.1,24.5,0.74,,,34.1,13.8,9.4,2.3,14.8,20.0,,,,Kentucky
Fordham,1992,Patriot,14,18,12,0.6,71.1,67.8,0.69,-2.63,25.6,56.3,0.456,21.8,44.9,0.486,3.8,11.4,0.335,16.0,22.8,0.699,,,35.3,16.0,9.0,3.6,13.8,18.5,,,,Massachusetts
La Salle,1992,MAAC,13,20,10,0.667,80.1,72.3,8.22,0.34,27.7,63.1,0.439,18.2,36.2,0.504,9.5,26.9,0.352,15.2,21.2,0.72,,,38.5,17.5,8.3,2.4,13.6,18.9,,,,Seton Hall
West Virginia,1992,Atlantic 10,12,20,11,0.645,79.8,74.7,10.0,4.94,28.5,60.9,0.468,23.2,46.5,0.499,5.3,14.4,0.365,17.6,25.5,0.689,,,36.8,17.1,8.8,4.1,15.8,24.0,,,,Missouri
Princeton,1992,Ivy League,11,22,5,0.815,59.0,48.2,6.34,-3.58,20.5,42.9,0.478,12.4,22.9,0.54,8.1,20.0,0.406,9.9,13.7,0.719,,,26.4,12.6,7.2,2.8,11.2,17.4,,,,Syracuse
Iowa State,1992,Big Eight,10,20,12,0.625,81.5,73.3,13.67,8.77,30.9,64.6,0.478,26.1,50.9,0.512,4.8,13.6,0.349,15.0,20.7,0.726,,,35.4,18.0,11.2,2.8,15.7,20.2,,,Charlotte,Kentucky
Iowa,1992,Big Ten,9,18,10,0.643,81.1,72.0,18.19,8.99,28.6,59.8,0.478,25.1,48.2,0.521,3.5,11.7,0.3,20.4,28.6,0.714,,,34.8,15.8,9.2,5.4,15.3,16.5,,,Texas,Duke
Texas,1992,SWC,8,23,11,0.676,90.7,85.2,11.34,6.28,33.5,72.5,0.462,28.0,56.6,0.494,5.5,15.9,0.348,18.2,27.0,0.673,,,39.9,15.9,10.3,4.1,13.1,22.0,,,,Iowa
UNC Charlotte,1992,Metro,7,23,8,0.742,76.6,70.5,9.16,3.8,27.3,59.1,0.463,20.8,43.4,0.481,6.5,15.7,0.414,15.4,23.1,0.668,,,39.0,15.4,6.7,2.6,14.1,21.2,,,,Iowa State
Syracuse,1992,Big East,6,21,9,0.7,74.5,70.6,11.13,7.26,25.3,59.3,0.426,18.7,39.8,0.471,6.5,19.5,0.335,17.4,25.5,0.685,,,35.7,13.3,8.5,4.7,13.7,21.0,,,Princeton,Massachusetts
Missouri,1992,Big Eight,5,20,8,0.714,79.4,69.8,18.0,9.69,28.1,57.6,0.488,24.0,46.8,0.513,4.1,10.9,0.377,19.1,26.7,0.715,,,37.7,16.2,9.0,2.9,14.7,17.8,,,West Virginia,Seton Hall
Seton Hall,1992,Big East,4,21,8,0.724,74.8,68.8,14.2,8.33,24.8,52.5,0.473,19.9,39.6,0.502,5.0,12.9,0.385,20.1,27.6,0.73,,,35.7,14.2,6.8,4.9,15.8,19.5,,,"La Salle, Missouri",Duke
UMass,1992,Atlantic 10,3,28,4,0.875,82.4,69.6,16.4,4.72,29.1,59.6,0.487,25.5,50.7,0.503,3.6,9.0,0.398,20.7,31.1,0.666,,,40.1,17.5,8.4,5.0,12.9,19.4,,,"Fordham, Syracuse",Kentucky
Kentucky,1992,SEC,2,26,6,0.812,85.7,74.4,20.85,9.6,29.5,61.7,0.478,20.7,37.1,0.558,8.8,24.7,0.357,17.9,24.8,0.723,,,34.1,18.4,10.2,3.4,15.1,23.3,,,"Old Dominion, Iowa State, Massachusetts",Duke
