team,year,ps_per_game,pa_per_game,srs,sos,fg_per_game,fga_per_game,fg_pct,fg2_per_game,fg2a_per_game,fg2_pct,fg3_per_game,fg3a_per_game,fg3_pct,ft_per_game,fta_per_game,ft_pct,orb_per_game,drb_per_game,trb_per_game,ast_per_game,stl_per_game,blk_per_game,tov_per_game,pf_per_game,offensive_rating,defensive_rating
Pittsburgh,2010,68.7,61.8,14.3,7.38,23.8,53.3,0.447,18.5,37.8,0.489,5.3,15.5,0.344,15.8,22.8,0.693,12.4,25.0,37.3,15.8,5.2,4.1,12.4,17.5,107.5,96.6
Vanderbilt,2010,76.9,68.9,15.24,7.86,26.0,55.4,0.47,19.9,38.7,0.514,6.2,16.7,0.368,18.7,25.9,0.721,10.9,25.3,36.3,13.2,5.7,5.2,13.6,19.2,109.6,98.3
Butler,2010,68.7,59.4,14.37,5.08,22.2,50.3,0.442,15.4,30.3,0.509,6.8,20.0,0.342,17.4,23.6,0.738,9.3,23.4,32.7,12.2,7.0,2.3,12.0,18.0,106.8,92.4
Xavier,2010,79.8,69.5,16.23,5.94,27.5,59.5,0.462,20.3,40.5,0.501,7.1,19.0,0.377,17.7,24.9,0.711,12.7,27.7,40.4,14.1,6.7,3.8,12.9,18.9,111.0,96.7
BYU,2010,83.1,66.4,18.82,3.0,28.5,58.9,0.483,20.4,39.4,0.516,8.1,19.4,0.417,18.1,22.9,0.79,10.2,26.8,37.0,15.8,8.5,3.5,11.6,17.3,116.2,92.9
Gonzaga,2010,76.9,67.4,12.11,3.83,26.8,54.6,0.491,21.5,39.4,0.545,5.4,15.2,0.353,17.9,26.9,0.664,10.5,27.3,37.8,13.4,6.7,4.2,13.1,18.1,109.6,96.1
Florida State,2010,68.2,60.4,14.64,6.79,24.5,54.2,0.452,18.7,36.8,0.507,5.8,17.4,0.334,13.5,20.9,0.644,12.7,25.2,37.8,13.9,8.3,6.3,16.5,18.0,100.6,89.0
Florida,2010,72.2,66.4,11.89,7.16,26.2,59.0,0.444,20.2,39.9,0.506,6.0,19.1,0.313,13.9,19.7,0.703,13.4,23.8,37.2,14.1,7.1,2.8,12.4,14.7,107.4,98.8
Minnesota,2010,72.4,64.1,15.64,7.32,26.1,55.7,0.468,19.0,38.1,0.5,7.0,17.6,0.399,13.2,18.9,0.7,10.7,24.6,35.3,16.7,7.8,5.7,12.2,16.5,109.0,96.5
UTEP,2010,75.3,64.6,12.66,1.96,27.0,56.9,0.474,20.9,39.2,0.534,6.1,17.8,0.343,15.2,22.5,0.673,9.8,26.4,36.2,14.8,8.7,3.6,13.2,19.5,106.6,91.4
Murray State,2010,76.5,60.4,8.69,-3.89,27.2,54.5,0.499,20.9,37.8,0.552,6.3,16.6,0.377,15.9,22.8,0.695,12.2,24.4,36.6,15.4,9.6,5.4,14.6,17.2,112.4,88.8
Oakland,2010,76.5,71.5,-0.64,-2.96,26.3,58.7,0.448,20.4,40.4,0.505,5.9,18.3,0.322,18.0,25.0,0.719,13.6,24.8,38.4,13.2,6.7,4.8,13.9,18.1,108.4,101.5
North Texas,2010,73.8,69.8,-2.49,-4.72,24.2,53.0,0.457,18.8,36.7,0.512,5.4,16.3,0.333,20.1,27.9,0.719,11.0,25.9,37.0,11.9,4.4,2.8,14.7,17.9,105.7,99.9
Vermont,2010,70.2,64.8,-1.26,-6.69,23.6,53.8,0.438,18.9,38.9,0.485,4.7,15.0,0.317,18.3,26.6,0.687,12.4,24.5,36.9,12.1,6.8,4.0,13.9,18.1,103.6,95.6
Ohio State,2011,77.1,59.7,25.84,8.38,27.5,55.6,0.494,19.8,37.4,0.529,7.7,18.2,0.423,14.5,20.6,0.701,11.3,23.2,34.5,15.9,7.1,3.2,10.1,14.0,120.0,92.8
North Carolina,2011,77.5,68.8,18.87,10.14,28.2,62.6,0.451,23.1,47.0,0.491,5.1,15.6,0.328,15.9,23.7,0.672,14.2,28.5,42.6,15.5,6.3,5.5,13.3,16.1,106.4,94.5
Syracuse,2011,73.4,63.3,18.85,8.79,26.7,56.7,0.472,20.4,38.7,0.527,6.3,17.9,0.354,13.5,20.4,0.665,12.3,25.1,37.4,16.2,8.7,6.6,12.4,15.5,110.3,95.2
Kentucky,2011,74.9,63.5,20.3,8.91,26.4,57.4,0.459,19.0,38.8,0.488,7.4,18.6,0.397,14.7,20.8,0.71,11.7,25.7,37.4,12.7,5.6,6.3,10.7,15.8,112.8,95.6
West Virginia,2011,69.8,64.7,16.15,11.03,23.7,55.3,0.429,17.5,36.8,0.475,6.2,18.5,0.337,16.1,22.6,0.711,14.2,23.0,37.2,14.9,4.7,4.1,12.0,18.1,109.0,101.0
Xavier,2011,72.1,64.6,11.88,4.41,24.5,53.1,0.461,19.1,36.7,0.52,5.4,16.4,0.329,17.7,23.6,0.747,10.3,25.1,35.3,13.3,5.4,3.1,12.1,17.2,108.7,97.4
Washington,2011,83.1,70.7,20.11,7.74,30.3,64.6,0.469,21.6,41.1,0.525,8.7,23.5,0.371,13.7,20.3,0.674,13.9,25.1,39.1,16.9,6.7,5.1,12.2,20.5,114.5,97.4
George Mason,2011,72.8,62.5,11.66,1.37,25.8,54.7,0.471,19.1,37.9,0.504,6.7,16.9,0.395,14.6,21.1,0.689,10.7,24.2,34.9,14.2,6.6,3.2,11.1,17.1,112.0,96.1
Villanova,2011,72.2,65.4,15.05,8.23,24.1,55.1,0.438,17.8,36.8,0.482,6.4,18.3,0.348,17.6,23.3,0.757,12.2,24.9,37.1,13.6,6.3,3.8,11.9,17.5,109.6,99.2
Georgia,2011,68.7,64.4,10.43,6.13,24.9,55.2,0.452,20.2,41.4,0.488,4.7,13.8,0.342,14.1,20.2,0.697,12.3,25.3,37.7,15.0,6.4,4.9,13.5,16.4,104.0,97.5
Marquette,2011,75.2,68.8,14.89,8.51,26.3,56.6,0.465,21.1,41.8,0.505,5.2,14.8,0.349,17.4,25.1,0.696,12.4,23.6,35.9,15.5,7.2,3.6,12.3,16.8,110.2,100.8
UAB,2011,68.4,62.6,8.55,2.78,24.4,55.6,0.438,16.7,33.1,0.503,7.7,22.5,0.342,11.9,16.5,0.717,11.4,24.4,35.8,13.5,5.3,3.1,12.5,16.6,105.7,96.8
Princeton,2011,69.2,63.0,3.71,-1.61,24.6,53.0,0.465,18.6,36.4,0.511,6.0,16.6,0.363,13.9,19.0,0.732,9.8,24.7,34.5,13.3,6.0,4.2,12.2,17.2,107.0,97.4
Indiana State,2011,66.3,64.5,3.41,2.9,22.6,52.7,0.429,15.7,33.6,0.467,6.9,19.1,0.362,14.1,19.9,0.71,10.4,24.1,34.5,12.7,6.2,4.3,14.0,20.1,100.8,98.1
UTSA,2011,70.1,69.5,-5.8,-4.93,23.6,55.0,0.429,16.7,35.4,0.472,6.9,19.6,0.351,16.1,22.8,0.705,10.6,24.2,34.9,12.6,7.1,2.2,13.6,19.3,102.0,101.1
Pittsburgh,2011,73.9,61.0,20.82,7.85,26.1,54.9,0.475,20.1,39.8,0.505,5.9,15.1,0.395,15.9,23.7,0.671,14.2,25.7,40.0,17.5,4.7,3.3,11.7,17.9,116.3,95.9
Florida,2011,72.1,63.4,16.27,7.57,26.2,56.3,0.465,19.9,38.4,0.517,6.3,17.9,0.352,13.5,20.1,0.669,12.6,24.8,37.4,14.1,6.0,3.5,12.2,14.7,110.3,96.9
BYU,2011,81.4,67.9,18.65,5.76,27.5,61.3,0.449,19.1,37.9,0.504,8.4,23.4,0.361,17.9,23.4,0.765,11.4,27.2,38.5,14.5,8.1,4.1,10.9,17.5,113.4,94.6
Wisconsin,2011,67.9,58.6,18.77,9.41,23.5,53.2,0.441,15.3,31.3,0.489,8.2,21.9,0.374,12.8,15.7,0.818,10.4,21.6,32.0,13.0,3.6,3.1,7.6,15.4,117.7,101.5
Kansas State,2011,72.9,66.1,14.59,8.41,25.0,57.0,0.438,18.0,38.5,0.468,7.0,18.6,0.376,15.9,24.4,0.655,14.4,23.2,37.6,13.9,6.1,4.5,14.6,20.4,105.9,96.2
St. John's,2011,70.1,67.0,13.1,10.01,24.5,53.7,0.455,20.1,40.8,0.493,4.3,12.9,0.335,16.8,23.7,0.71,10.7,21.6,32.4,12.6,8.1,2.8,12.4,19.0,105.1,100.4
UCLA,2011,70.1,66.3,11.7,7.93,24.4,53.6,0.455,19.3,38.1,0.507,5.1,15.6,0.327,16.1,23.8,0.679,11.9,25.3,37.2,14.5,5.5,5.8,14.8,17.5,103.8,98.2
Butler,2011,71.2,64.1,11.53,5.02,24.2,55.8,0.433,16.6,34.2,0.485,7.6,21.6,0.352,15.3,21.0,0.726,11.3,23.8,35.2,11.9,5.9,1.6,10.9,18.9,109.0,98.1
Old Dominion,2011,65.6,58.4,9.03,1.76,23.6,53.8,0.439,18.7,38.9,0.481,4.9,14.9,0.329,13.5,20.2,0.668,15.4,24.4,39.9,14.3,6.9,4.3,12.5,14.8,108.1,96.2
Michigan State,2011,68.8,66.6,13.7,11.67,24.0,55.7,0.431,17.6,37.5,0.469,6.5,18.2,0.355,14.2,20.3,0.7,12.0,25.0,36.9,15.0,6.4,4.9,13.4,19.1,103.1,99.8
Gonzaga,2011,76.7,65.9,13.86,4.0,26.6,55.6,0.479,20.8,40.0,0.521,5.8,15.7,0.37,17.6,23.1,0.762,11.4,26.2,37.5,15.5,7.3,3.8,13.5,18.5,111.3,95.6
Utah State,2011,72.0,58.7,13.23,0.5,24.7,52.6,0.47,18.6,36.1,0.517,6.1,16.5,0.367,16.6,22.5,0.737,10.7,26.6,37.2,14.7,4.8,3.2,11.8,17.4,111.6,90.9
Belmont,2011,79.7,62.2,13.07,-4.42,27.0,58.4,0.462,17.6,33.7,0.522,9.3,24.7,0.378,16.4,22.3,0.736,12.9,23.1,35.9,16.4,9.7,3.4,13.7,20.8,114.4,89.3
Wofford,2011,73.6,68.0,4.35,-1.21,26.0,54.5,0.477,20.2,40.0,0.504,5.8,14.5,0.4,15.9,22.9,0.693,10.9,21.6,32.6,14.3,6.7,2.5,11.9,19.2,111.4,103.0
UNC Asheville,2011,73.7,68.6,-0.69,-2.89,25.9,57.4,0.452,21.0,42.2,0.497,4.9,15.1,0.326,16.9,23.8,0.711,11.8,23.9,35.7,14.5,9.1,4.5,14.9,19.5,102.9,95.8
Kansas,2011,81.2,64.7,24.1,7.62,29.3,57.7,0.508,22.2,39.0,0.568,7.1,18.7,0.382,15.4,22.7,0.679,11.8,27.0,38.8,17.7,7.8,4.0,13.3,17.5,116.0,92.4
Notre Dame,2011,75.2,65.5,18.17,8.43,24.8,53.9,0.46,16.8,33.1,0.507,8.0,20.8,0.386,17.6,24.3,0.724,10.9,26.2,37.1,16.6,4.6,3.8,10.7,15.2,115.3,100.4
Purdue,2011,72.5,61.9,19.36,8.69,25.7,57.6,0.447,18.8,38.6,0.488,6.9,19.0,0.364,14.1,19.8,0.715,11.2,24.3,35.5,15.8,6.2,4.1,10.4,17.8,109.5,93.3
Louisville,2011,74.9,64.5,18.6,8.2,27.1,59.9,0.453,18.3,35.5,0.515,8.8,24.4,0.362,11.9,17.9,0.663,12.4,23.9,36.3,17.4,9.3,5.0,13.1,19.2,108.6,93.5
Vanderbilt,2011,75.9,67.7,15.1,6.86,24.9,54.5,0.458,17.2,33.7,0.511,7.7,20.8,0.371,18.3,24.6,0.743,10.9,26.0,36.9,13.4,5.1,4.8,13.0,16.2,111.1,99.1
Georgetown,2011,70.6,66.3,14.61,10.39,25.3,53.2,0.475,18.3,33.5,0.547,7.0,19.7,0.353,13.0,17.8,0.734,10.1,23.7,33.8,15.0,6.0,4.3,13.5,18.8,108.4,102.0
Texas A&M,2011,68.3,60.9,12.62,5.94,23.0,52.1,0.441,17.5,35.9,0.487,5.5,16.2,0.339,16.9,24.2,0.697,12.5,23.7,36.2,13.5,6.5,1.5,12.9,18.2,106.6,95.0
UNLV,2011,71.6,62.9,14.66,6.0,25.5,55.6,0.459,19.9,38.7,0.515,5.6,16.9,0.33,15.0,21.8,0.689,11.2,23.7,34.9,15.4,8.1,3.8,12.5,19.2,106.0,93.2
Illinois,2011,71.0,65.4,16.72,11.11,26.3,56.2,0.468,19.5,38.5,0.505,6.8,17.6,0.387,11.6,15.9,0.729,10.1,24.6,34.6,16.7,5.5,4.5,12.8,17.6,106.8,98.4
Florida State,2011,69.1,62.0,13.48,6.45,24.3,56.0,0.435,18.1,37.3,0.485,6.2,18.6,0.334,14.2,21.3,0.665,12.4,26.8,39.2,12.4,8.5,6.0,15.9,19.1,99.3,89.2
USC,2011,66.2,62.7,11.52,7.96,23.9,53.9,0.444,17.9,36.9,0.485,6.0,17.0,0.354,12.4,19.1,0.651,10.0,23.9,33.9,11.8,5.9,3.1,11.5,17.3,102.6,97.1
Richmond,2011,69.6,61.2,11.22,2.79,24.9,54.2,0.459,17.2,34.4,0.499,7.8,19.9,0.39,12.1,17.5,0.687,9.3,23.7,33.0,14.8,5.9,4.2,10.4,15.9,109.5,96.3
Morehead State,2011,68.9,61.8,2.81,-3.13,24.3,53.5,0.454,18.5,36.4,0.508,5.8,17.2,0.339,14.5,21.5,0.674,13.8,23.6,37.5,12.1,8.6,3.1,15.0,18.7,106.2,95.2
Saint Peter's,2011,60.9,60.1,-0.28,-1.07,21.0,52.4,0.4,15.2,35.6,0.427,5.8,16.9,0.344,13.1,20.4,0.644,11.3,24.3,35.6,11.3,7.7,4.5,15.0,19.5,92.5,91.3
Akron,2011,70.1,65.7,2.15,-1.02,24.8,57.6,0.43,16.9,35.8,0.473,7.9,21.8,0.361,12.7,18.0,0.704,10.1,24.3,34.4,14.4,6.7,3.6,12.0,19.2,102.9,96.4
Boston University,2011,64.9,63.5,-2.48,-3.85,21.4,53.3,0.402,13.8,31.9,0.433,7.6,21.3,0.355,14.5,19.9,0.729,11.8,23.9,35.7,9.9,5.4,3.7,11.9,18.1,103.0,100.9
Duke,2011,80.9,64.7,24.5,8.31,28.1,59.6,0.471,20.2,38.6,0.525,7.9,21.0,0.374,16.8,22.3,0.753,12.1,25.8,37.8,14.3,7.3,4.4,12.1,17.8,115.2,92.2
San Diego State,2011,71.9,59.2,17.96,6.36,26.8,57.9,0.463,20.8,40.6,0.511,6.0,17.3,0.349,12.3,17.6,0.697,12.8,25.0,37.7,13.5,6.1,4.6,10.9,14.6,112.1,92.4
Connecticut,2011,72.4,64.9,17.95,10.44,25.7,59.2,0.434,20.0,41.9,0.477,5.7,17.3,0.329,15.3,20.0,0.763,13.9,25.8,39.7,13.0,6.3,5.6,11.4,15.8,109.2,97.8
Texas,2011,75.0,62.2,20.82,7.96,26.5,58.3,0.455,20.9,43.4,0.481,5.6,14.9,0.376,16.4,25.1,0.654,13.7,26.6,40.3,13.5,5.8,5.1,11.8,17.1,109.9,91.1
Arizona,2011,76.4,67.9,16.54,7.99,25.5,54.3,0.469,17.7,34.7,0.51,7.8,19.6,0.397,17.7,23.7,0.746,10.7,24.0,34.7,14.1,5.2,2.6,12.7,18.6,112.8,100.2
Cincinnati,2011,68.9,59.6,15.41,6.1,24.2,55.4,0.437,17.9,36.8,0.488,6.3,18.6,0.338,14.2,21.2,0.668,13.0,22.4,35.3,14.2,7.4,3.7,11.5,17.3,107.9,93.3
Temple,2011,70.6,62.5,12.35,4.23,25.5,57.1,0.447,19.5,40.0,0.487,6.1,17.1,0.353,13.5,19.3,0.698,11.0,24.8,35.8,15.0,6.8,4.6,10.8,15.8,106.6,94.3
Michigan,2011,66.5,62.5,14.21,10.68,24.2,54.0,0.448,16.1,31.0,0.52,8.1,23.0,0.352,10.0,14.3,0.699,8.3,23.6,31.9,13.7,4.8,2.0,10.0,16.8,106.3,99.9
Tennessee,2011,69.9,67.5,11.08,8.73,24.6,57.1,0.431,19.5,39.9,0.487,5.1,17.1,0.3,15.5,22.6,0.684,13.6,24.0,37.6,13.0,7.4,3.7,13.4,19.5,103.4,99.9
Penn State,2011,63.1,62.5,11.98,11.45,22.6,51.4,0.439,16.2,32.6,0.496,6.4,18.8,0.339,11.6,16.0,0.724,9.9,21.5,31.4,12.1,4.4,2.4,10.5,15.6,105.5,104.6
Missouri,2011,80.8,71.6,14.77,6.5,28.9,63.1,0.458,21.7,43.4,0.5,7.2,19.7,0.366,15.8,21.4,0.739,12.5,22.7,35.2,16.4,9.7,5.0,12.7,20.3,110.3,97.7
Memphis,2011,72.1,68.3,6.91,3.14,25.5,56.4,0.451,19.5,38.2,0.51,6.0,18.3,0.329,15.2,22.3,0.68,12.0,23.6,35.6,14.6,8.5,5.2,15.3,20.3,103.2,97.8
Oakland,2011,85.5,76.9,8.28,0.1,30.1,61.1,0.492,21.9,39.1,0.558,8.2,21.9,0.374,17.2,23.8,0.721,12.9,26.1,39.0,16.2,6.2,5.5,13.5,18.4,117.6,105.8
Bucknell,2011,70.2,63.9,2.39,-3.87,24.3,54.6,0.446,17.4,37.4,0.467,6.9,17.2,0.4,14.7,18.6,0.788,7.9,25.9,33.8,14.4,4.7,3.1,11.2,18.0,105.9,96.4
Northern Colorado,2011,71.5,65.8,1.39,-2.24,22.8,53.4,0.428,14.9,32.8,0.454,7.9,20.5,0.387,17.8,23.2,0.77,11.8,24.2,35.9,11.6,6.0,1.9,14.2,19.0,107.0,98.5
Hampton,2011,66.6,62.7,-5.2,-8.77,22.6,55.8,0.405,16.2,35.9,0.45,6.5,19.9,0.324,14.9,23.0,0.648,11.1,24.3,35.5,11.7,7.3,5.6,12.5,18.3,97.5,91.8
Syracuse,2012,74.1,61.0,21.12,8.02,27.2,58.3,0.467,20.9,40.2,0.519,6.3,18.1,0.349,13.4,19.2,0.698,12.4,19.5,31.9,15.2,9.1,6.9,10.5,15.5,113.3,93.3
Ohio State,2012,74.7,59.8,23.95,9.07,27.1,56.9,0.476,22.0,41.6,0.529,5.1,15.3,0.334,15.4,21.7,0.709,11.5,23.0,34.5,14.6,7.2,3.2,11.5,16.2,111.6,89.4
Florida State,2012,69.8,62.9,14.53,7.62,25.1,54.9,0.456,18.9,37.5,0.504,6.2,17.5,0.354,13.5,19.1,0.707,11.4,22.0,33.4,12.2,7.6,6.1,15.7,18.7,102.2,92.1
Wisconsin,2012,64.0,53.2,19.04,8.24,22.1,52.1,0.425,14.2,30.6,0.465,7.9,21.5,0.368,11.8,16.0,0.739,9.7,21.2,30.9,11.9,5.0,3.5,8.9,14.2,108.4,90.1
Vanderbilt,2012,72.6,65.0,15.71,8.04,24.6,53.4,0.461,16.1,31.4,0.512,8.5,22.0,0.388,14.9,21.4,0.699,10.0,21.2,31.3,12.7,5.9,4.0,12.9,16.1,109.7,98.1
Cincinnati,2012,68.2,61.5,12.93,6.28,25.0,59.3,0.421,17.9,38.7,0.464,7.0,20.6,0.341,11.2,17.4,0.644,13.2,19.9,33.1,12.9,8.1,4.6,10.9,15.4,104.9,94.7
Gonzaga,2012,73.8,63.2,13.86,3.25,24.9,52.7,0.473,18.4,35.5,0.518,6.5,17.2,0.379,17.4,24.3,0.716,10.9,22.3,33.2,13.8,6.8,3.2,13.1,15.6,110.7,94.8
Kansas State,2012,71.0,64.1,14.47,7.53,24.6,56.0,0.439,19.1,39.5,0.483,5.5,16.5,0.335,16.2,24.2,0.671,14.3,19.9,34.2,14.2,6.1,4.7,14.4,20.1,104.8,94.6
Southern Miss,2012,71.4,65.1,7.79,3.61,24.1,58.1,0.415,17.8,40.4,0.44,6.3,17.7,0.358,16.9,22.9,0.736,13.9,19.5,33.3,11.0,6.0,2.9,11.1,19.1,107.9,98.4
West Virginia,2012,71.1,66.5,12.13,7.53,25.4,58.0,0.438,20.1,40.3,0.499,5.3,17.7,0.298,15.0,22.4,0.671,14.9,19.5,34.4,14.5,6.4,2.6,12.8,16.8,106.8,99.9
Texas,2012,72.6,66.8,14.0,8.12,24.6,56.7,0.434,18.8,39.0,0.482,5.8,17.7,0.328,17.7,24.1,0.733,13.3,19.6,32.9,12.3,6.8,3.7,12.5,19.4,108.1,99.4
Harvard,2012,65.6,55.6,7.84,-1.56,22.4,48.1,0.466,16.5,31.4,0.525,6.0,16.7,0.357,14.8,19.8,0.747,8.5,21.3,29.8,12.9,5.9,4.4,12.2,15.3,107.3,91.0
Montana,2012,70.0,62.0,4.55,-3.38,24.4,52.8,0.462,18.3,36.4,0.503,6.1,16.4,0.372,15.1,21.0,0.717,8.9,20.7,29.7,13.6,7.2,3.6,12.5,18.3,105.4,93.4
St. Bonaventure,2012,70.4,65.0,8.25,2.84,24.1,52.7,0.456,18.6,37.0,0.504,5.4,15.8,0.345,16.9,22.2,0.761,11.0,21.4,32.4,13.9,5.8,4.2,13.7,18.5,107.0,98.8
UNC Asheville,2012,80.7,71.4,3.06,-2.71,27.1,56.1,0.482,20.5,37.6,0.545,6.6,18.5,0.355,20.1,26.3,0.764,11.1,21.1,32.1,16.6,8.3,2.6,13.4,18.0,114.1,100.8
North Carolina,2012,81.3,67.1,21.34,7.07,29.8,65.1,0.459,24.7,49.8,0.497,5.1,15.3,0.334,16.6,24.3,0.682,15.0,26.9,41.9,17.3,6.8,5.8,11.8,14.5,111.3,91.8
Kansas,2012,73.5,61.7,21.72,9.93,26.2,55.6,0.472,20.5,39.1,0.525,5.7,16.5,0.345,15.3,22.1,0.692,11.5,23.6,35.1,15.1,7.3,5.7,13.0,17.4,108.8,91.4
Georgetown,2012,69.0,59.4,16.81,7.69,24.6,52.8,0.465,18.9,36.6,0.518,5.6,16.2,0.347,14.2,20.4,0.698,11.1,22.5,33.6,13.7,6.1,4.7,12.6,17.5,107.4,92.4
Michigan,2012,66.3,61.5,13.19,8.98,23.8,52.3,0.455,15.6,29.1,0.538,8.1,23.2,0.35,10.7,14.8,0.722,8.6,19.9,28.4,12.7,4.9,2.1,10.9,15.6,107.2,99.3
Temple,2012,75.0,69.5,10.44,4.94,26.9,57.4,0.469,19.8,39.4,0.502,7.1,17.9,0.397,14.1,19.6,0.719,10.4,21.4,31.8,15.4,7.2,4.2,12.5,17.7,108.8,100.8
San Diego State,2012,71.1,63.7,9.04,3.79,25.4,56.0,0.453,19.6,39.0,0.503,5.8,17.0,0.341,14.5,20.7,0.701,10.6,23.3,33.9,12.3,5.6,2.3,12.5,16.0,105.1,94.2
Saint Mary's,2012,74.8,62.7,11.26,0.78,26.0,54.9,0.473,18.5,33.3,0.557,7.4,21.6,0.344,15.4,21.1,0.729,11.5,23.5,34.9,15.8,6.9,3.1,11.6,16.0,114.9,96.4
Creighton,2012,79.2,69.7,12.92,3.41,27.9,55.3,0.504,19.7,35.9,0.547,8.2,19.3,0.424,15.3,21.1,0.726,9.4,23.8,33.2,17.6,4.8,2.3,12.0,16.9,116.9,102.8
Alabama,2012,64.7,58.1,13.76,7.18,23.6,52.2,0.452,19.5,37.9,0.513,4.1,14.2,0.289,13.4,18.9,0.711,10.7,21.6,32.3,12.2,7.2,4.2,12.8,18.4,102.2,91.8
Purdue,2012,71.8,66.0,13.88,8.05,25.4,57.7,0.44,17.3,36.2,0.478,8.1,21.5,0.377,12.9,19.7,0.656,11.2,18.5,29.7,13.4,6.5,3.1,8.7,17.7,111.3,102.2
NC State,2012,72.9,67.6,12.1,6.8,26.4,57.7,0.458,21.1,42.6,0.494,5.4,15.1,0.355,14.7,20.9,0.704,12.3,22.3,34.6,15.6,6.7,4.1,12.7,16.8,107.3,99.5
California,2012,71.1,61.9,13.79,4.53,26.3,55.2,0.476,21.7,42.6,0.509,4.6,12.6,0.363,14.0,18.9,0.744,10.0,22.2,32.2,15.9,4.7,3.1,12.1,14.4,107.3,93.3
Ohio,2012,70.2,62.5,7.17,0.17,24.4,56.9,0.428,16.8,35.1,0.48,7.5,21.9,0.344,14.0,20.2,0.69,12.2,18.5,30.7,13.2,9.4,2.8,13.0,19.5,104.4,92.9
Belmont,2012,80.9,67.5,11.81,-1.22,27.9,57.9,0.481,19.0,34.5,0.551,8.8,23.3,0.378,16.3,22.3,0.734,11.5,21.4,32.9,17.3,7.3,2.2,12.3,18.0,117.0,97.7
Detroit Mercy,2012,72.1,67.6,2.4,-0.01,25.1,55.8,0.45,20.5,40.4,0.507,4.6,15.4,0.298,17.4,23.8,0.73,12.1,19.2,31.2,12.9,7.6,4.6,12.5,19.0,107.1,100.3
Lamar,2012,73.5,65.6,2.41,-3.77,25.8,59.6,0.432,21.4,46.7,0.459,4.4,13.0,0.337,17.6,24.4,0.72,14.2,22.6,36.8,12.8,8.1,4.4,11.9,17.3,106.6,95.1
Kentucky,2012,77.4,60.6,24.73,7.93,27.4,56.2,0.488,21.8,41.3,0.527,5.6,14.9,0.378,17.0,23.5,0.723,11.8,24.3,36.1,13.3,6.1,8.6,11.1,14.8,116.5,91.2
Duke,2012,77.3,68.6,17.05,8.4,25.7,56.3,0.456,17.6,34.6,0.51,8.1,21.7,0.371,17.8,25.4,0.701,11.9,21.9,33.9,12.4,6.2,4.0,12.2,18.4,112.3,99.7
Baylor,2012,74.7,65.3,16.54,8.03,26.4,56.5,0.467,19.6,38.7,0.506,6.8,17.8,0.383,15.1,20.0,0.754,12.4,21.3,33.7,15.0,7.5,4.7,13.7,17.7,111.0,97.1
Indiana,2012,77.3,66.4,18.63,7.79,26.4,53.6,0.492,20.0,38.8,0.515,6.4,14.8,0.431,18.2,23.8,0.763,10.6,20.8,31.4,13.5,6.5,3.2,12.9,17.6,115.5,99.3
Wichita State,2012,77.1,62.4,17.42,3.8,27.6,57.3,0.482,20.7,38.5,0.536,7.0,18.8,0.371,14.9,19.9,0.748,10.9,24.2,35.1,14.7,6.3,3.9,12.2,16.8,113.3,91.7
UNLV,2012,76.3,65.9,13.55,4.37,26.9,58.9,0.457,18.6,36.1,0.515,8.3,22.8,0.364,14.2,21.0,0.676,11.7,23.4,35.1,17.6,8.5,4.8,13.3,17.3,108.2,93.4
Notre Dame,2012,66.4,61.7,11.18,6.47,23.0,52.9,0.434,16.5,33.4,0.493,6.5,19.6,0.332,13.9,19.8,0.704,10.1,20.7,30.9,14.6,5.2,3.4,10.1,13.8,106.3,98.8
Iowa State,2012,73.2,67.2,13.32,7.32,24.9,55.5,0.449,16.3,32.4,0.503,8.6,23.1,0.373,14.8,21.5,0.688,10.9,23.6,34.5,14.2,5.8,2.8,12.3,16.1,108.6,99.7
Connecticut,2012,68.7,64.5,12.27,8.07,25.2,55.9,0.452,19.8,39.5,0.501,5.4,16.4,0.332,12.8,19.3,0.662,12.2,21.6,33.9,13.4,5.9,6.9,12.3,14.5,106.0,99.5
Xavier,2012,70.6,67.3,9.59,6.22,25.0,55.2,0.453,20.1,41.3,0.487,4.9,13.9,0.351,15.8,22.8,0.695,10.5,22.4,32.9,13.1,6.0,3.8,12.4,18.5,103.6,98.7
Colorado,2012,67.5,63.0,7.91,5.73,23.2,52.1,0.446,17.7,36.2,0.488,5.5,15.9,0.348,15.6,22.5,0.691,9.8,23.4,33.1,11.7,5.8,3.3,13.0,17.1,101.9,95.2
VCU,2012,68.0,59.8,8.79,0.63,23.3,56.7,0.41,15.8,34.4,0.46,7.4,22.2,0.334,14.1,20.6,0.685,12.2,18.8,31.0,12.0,10.5,3.6,11.4,17.9,103.6,91.2
New Mexico State,2012,78.1,68.3,8.73,0.08,26.9,56.8,0.474,22.4,42.8,0.523,4.6,14.0,0.327,19.6,29.4,0.668,14.4,23.2,37.6,13.8,6.8,4.3,14.8,17.5,110.1,96.3
South Dakota State,2012,76.8,66.5,7.34,-1.87,26.2,56.1,0.468,18.1,35.3,0.513,8.1,20.8,0.39,16.3,22.4,0.727,10.4,20.4,30.8,14.3,6.7,1.9,10.6,16.2,114.9,99.5
Lehigh,2012,75.7,65.4,4.27,-5.14,25.8,58.0,0.444,18.5,37.3,0.497,7.3,20.7,0.35,16.9,21.9,0.768,11.0,20.5,31.5,13.0,7.7,3.0,11.2,18.0,110.3,95.3
