team,year,ncaa_wins,ncaa_loss,ps_per_game,pa_per_game,srs,sos,fg_per_game,fga_per_game,fg_pct,fg2_per_game,fg2a_per_game,fg2_pct,fg3_per_game,fg3a_per_game,fg3_pct,ft_per_game,fta_per_game,ft_pct,orb_per_game,drb_per_game,trb_per_game,ast_per_game,stl_per_game,blk_per_game,tov_per_game,pf_per_game,offensive_rating,defensive_rating
Memphis,2022,Boise State,Gonzaga,75.2,68.3,14.67,7.86,26.9,57.4,0.469,20.7,39.9,0.519,6.2,17.5,0.355,15.1,21.7,0.694,12.5,26.3,38.8,15.8,8.4,5.5,16.0,18.8,105.8,96.2
Davidson,2022,,Michigan State,75.5,66.0,10.43,1.92,26.7,55.5,0.481,17.9,32.6,0.547,8.9,22.9,0.387,13.2,17.6,0.754,7.4,26.8,34.1,14.6,4.6,2.6,9.8,14.8,113.8,99.5
Rutgers,2022,,Notre Dame,68.5,66.5,8.78,6.81,25.8,58.0,0.445,19.6,39.7,0.494,6.2,18.3,0.339,10.7,15.2,0.7,10.2,25.4,35.7,15.2,7.0,4.0,11.5,15.8,102.9,99.9
New Mexico State,2022,Connecticut,Arkansas,72.5,64.6,7.11,1.24,25.6,56.3,0.454,17.7,32.4,0.546,7.9,23.9,0.33,13.5,19.2,0.702,10.9,27.3,38.2,13.7,5.0,4.1,14.1,15.9,105.7,94.2
Vermont,2022,,Arkansas,74.8,60.7,7.81,-5.7,27.5,55.9,0.492,18.8,31.9,0.588,8.8,24.0,0.365,11.0,14.8,0.742,7.3,27.7,35.0,15.1,5.1,2.5,9.6,14.0,114.4,92.9
Montana State,2022,,Texas Tech,76.5,69.3,-0.26,-5.54,26.4,55.8,0.473,18.7,34.9,0.536,7.7,20.8,0.368,16.1,21.4,0.754,8.7,26.4,35.1,13.2,5.2,3.7,12.9,18.3,108.9,98.6
Cal State Fullerton,2022,,Duke,70.0,66.5,-0.04,-2.28,24.8,55.7,0.445,19.3,38.9,0.494,5.5,16.7,0.329,15.0,19.5,0.766,9.8,23.7,33.4,11.3,7.3,2.0,12.1,15.8,104.2,99.0
Georgia State,2022,,Gonzaga,70.7,65.7,-1.11,-1.34,24.9,62.3,0.4,17.3,39.2,0.441,7.6,23.1,0.33,13.2,18.4,0.72,13.3,24.1,37.4,13.5,8.8,4.5,11.7,16.1,101.7,94.6
Baylor,2022,Norfolk State,North Carolina,77.0,64.1,21.73,8.76,28.3,61.3,0.462,20.2,37.8,0.536,8.1,23.5,0.343,12.4,17.8,0.697,12.9,24.3,37.2,15.9,8.8,3.4,12.4,16.1,111.5,92.7
Kentucky,2022,,Saint Peter's,79.4,66.6,20.9,8.02,30.3,62.7,0.483,24.2,45.2,0.535,6.1,17.5,0.347,12.8,17.6,0.726,13.0,27.2,40.1,16.1,6.8,4.2,11.6,14.3,114.0,95.5
Purdue,2022,"Yale, Texas",Saint Peter's,79.4,68.4,19.14,8.23,27.7,56.6,0.49,19.2,34.4,0.558,8.5,22.2,0.384,15.4,21.6,0.711,11.1,27.5,38.7,16.2,4.6,3.5,11.8,14.5,117.8,101.6
UCLA,2022,"Akron, Saint Mary's (CA)",North Carolina,75.4,64.5,19.3,8.36,27.6,61.4,0.45,20.9,42.2,0.494,6.8,19.2,0.353,13.4,18.1,0.741,11.3,25.3,36.6,13.9,7.0,3.3,8.9,15.8,111.4,95.3
Saint Mary's,2022,Indiana,UCLA,69.7,60.6,14.82,6.58,26.1,56.3,0.464,18.9,35.9,0.527,7.2,20.5,0.353,10.2,13.5,0.758,8.6,25.1,33.7,13.5,6.9,2.5,11.2,15.6,106.5,92.6
Texas,2022,Virginia Tech,Purdue,68.8,60.6,17.01,8.87,24.5,55.5,0.441,17.9,35.4,0.504,6.6,20.0,0.33,13.2,17.7,0.746,10.4,22.9,33.3,13.2,7.7,3.4,11.6,17.9,105.9,93.4
Murray State,2022,San Francisco,Saint Peter's,79.1,63.2,9.87,-3.07,28.8,60.5,0.476,20.8,37.7,0.551,8.0,22.8,0.351,13.6,19.6,0.692,12.5,26.6,39.1,14.7,7.8,3.2,11.4,15.4,115.5,92.3
North Carolina,2022,"Marquette, Baylor, UCLA, Saint Peter's, Duke",Kansas,77.9,71.3,15.5,8.88,27.6,61.8,0.447,19.2,38.3,0.501,8.4,23.5,0.358,14.3,18.7,0.764,11.5,29.8,41.3,14.9,5.2,3.9,11.7,14.5,109.7,100.4
Marquette,2022,,North Carolina,74.0,71.6,11.36,8.96,26.9,59.8,0.45,18.3,34.8,0.526,8.6,25.0,0.344,11.6,15.7,0.741,7.8,26.9,34.8,16.0,7.8,5.2,12.4,17.4,102.7,99.3
San Francisco,2022,,Murray State,77.4,67.8,14.12,5.24,27.8,60.7,0.457,18.1,33.2,0.546,9.6,27.5,0.35,12.2,17.6,0.694,10.6,27.2,37.9,13.0,7.7,4.6,12.8,18.1,108.7,95.2
Virginia Tech,2022,,Texas,70.8,62.8,14.48,6.48,25.9,55.0,0.471,17.1,32.4,0.526,8.9,22.6,0.392,10.1,13.5,0.751,8.5,23.5,32.0,14.3,5.3,3.2,10.9,14.9,111.0,98.4
Wyoming,2022,,Indiana,72.5,65.5,9.36,3.6,25.1,54.9,0.457,17.0,31.2,0.545,8.1,23.6,0.342,14.3,19.7,0.725,8.2,27.4,35.6,11.2,3.9,2.0,11.3,15.2,107.8,97.3
Akron,2022,,UCLA,70.6,62.6,0.91,-3.93,24.3,52.9,0.46,16.5,30.9,0.535,7.8,22.0,0.354,14.2,20.6,0.689,9.8,25.1,34.9,11.6,5.9,3.2,11.4,15.8,109.8,97.3
Yale,2022,,Purdue,71.8,69.1,-0.1,-1.33,25.6,58.1,0.442,18.8,37.2,0.506,6.8,20.9,0.328,13.7,18.6,0.735,9.0,26.9,35.9,12.0,6.2,3.2,12.8,17.5,101.8,98.0
Saint Peter's,2022,"Kentucky, Murray State, Purdue",North Carolina,67.0,62.5,2.96,-0.47,23.4,54.9,0.427,17.6,38.2,0.461,5.8,16.6,0.35,14.3,20.4,0.701,10.8,25.1,35.8,12.3,7.1,5.0,13.4,19.7,99.7,93.0
Norfolk State,2022,,Baylor,74.3,64.4,-3.91,-9.3,26.3,57.0,0.461,19.3,36.7,0.526,7.0,20.3,0.343,14.8,21.1,0.699,10.3,28.2,38.5,12.5,6.7,3.6,14.0,17.6,105.0,91.1
Arizona,2022,"Wright State, TCU",Houston,84.0,68.1,22.75,6.83,30.2,61.3,0.492,22.4,39.3,0.571,7.8,22.0,0.352,15.8,21.4,0.739,11.6,29.8,41.4,19.6,6.7,5.7,13.4,16.7,114.7,92.9
Villanova,2022,"Delaware, Ohio State, Michigan, Houston",Kansas,71.7,62.7,19.31,10.29,24.3,56.1,0.432,14.9,30.1,0.495,9.3,26.0,0.359,13.9,16.7,0.83,10.3,24.5,34.8,11.9,6.0,2.2,9.9,14.9,112.4,98.3
Tennessee,2022,Longwood,Michigan,73.5,62.9,20.46,9.94,26.1,60.2,0.434,17.4,36.0,0.485,8.7,24.2,0.36,12.5,17.4,0.715,11.7,25.2,36.9,16.5,9.3,4.3,12.3,16.9,106.2,91.0
Illinois,2022,Chattanooga,Houston,74.4,67.2,16.69,9.48,26.2,58.3,0.448,17.2,33.5,0.514,8.9,24.9,0.359,13.2,18.7,0.706,11.5,27.0,38.5,15.2,5.2,3.0,12.4,16.3,108.8,98.2
Houston,2022,"UAB, Illinois, Arizona",Villanova,74.8,58.8,22.55,6.47,27.7,59.7,0.465,19.9,36.5,0.545,7.8,23.2,0.338,11.5,17.3,0.667,13.3,25.7,39.0,16.2,8.0,5.2,11.1,17.2,113.9,89.5
Colorado State,2022,,Michigan,73.4,66.0,11.51,4.77,26.5,55.2,0.48,18.7,33.4,0.56,7.8,21.8,0.357,12.6,16.4,0.773,6.7,25.0,31.7,14.3,6.4,3.1,10.1,15.0,110.4,99.3
Ohio State,2022,Loyola (IL),Villanova,72.8,67.7,14.17,9.08,25.6,54.4,0.471,17.8,32.9,0.54,7.8,21.5,0.365,13.8,18.2,0.757,9.0,25.6,34.6,12.5,4.5,4.8,11.2,16.4,110.9,103.2
Seton Hall,2022,,TCU,71.9,66.4,12.75,8.52,25.3,60.2,0.42,17.9,38.5,0.466,7.3,21.6,0.338,14.1,18.8,0.753,12.1,26.4,38.5,10.3,7.1,5.4,12.1,15.6,104.3,96.3
TCU,2022,Seton Hall,Arizona,68.5,64.9,13.72,10.16,25.4,57.7,0.439,19.8,39.4,0.503,5.5,18.3,0.302,12.2,18.1,0.674,13.0,26.0,39.0,13.6,6.4,4.1,14.5,15.5,101.1,95.8
Loyola Chicago,2022,,Ohio State,72.8,61.5,13.39,2.92,25.9,54.4,0.476,17.0,31.0,0.55,8.9,23.4,0.379,12.1,17.0,0.712,7.8,26.1,33.9,14.9,6.9,2.4,12.2,17.2,109.2,92.2
Michigan,2022,"Colorado State, Tennessee",Villanova,72.6,69.4,14.26,11.02,26.9,57.6,0.467,20.6,39.1,0.527,6.3,18.5,0.339,12.6,16.9,0.746,9.9,25.8,35.7,14.1,4.7,3.3,11.6,15.2,107.7,102.9
UAB,2022,,Houston,80.3,66.7,10.89,-0.14,29.6,63.2,0.468,21.7,42.2,0.514,7.9,21.0,0.376,13.3,18.0,0.739,12.1,26.1,38.3,12.9,9.5,4.2,11.5,16.5,112.9,93.8
Chattanooga,2022,,Illinois,74.2,64.4,6.12,-0.94,27.3,58.8,0.464,19.4,36.0,0.54,7.9,22.9,0.345,11.7,15.6,0.746,10.8,25.3,36.1,12.8,7.2,2.1,11.0,15.6,111.6,96.9
Longwood,2022,,Tennessee,75.7,65.8,-0.35,-6.11,26.5,58.5,0.452,18.3,37.0,0.495,8.2,21.6,0.378,14.7,20.2,0.726,11.9,25.0,36.9,14.1,7.8,2.4,12.1,15.4,110.8,96.2
Delaware,2022,,Villanova,73.4,70.2,0.32,-1.82,26.0,55.4,0.469,18.5,33.9,0.545,7.5,21.5,0.347,14.0,18.8,0.744,8.5,24.0,32.5,12.6,6.7,3.7,12.6,15.6,107.2,102.5
Wright State,2022,Bryant,Arizona,75.8,71.8,-1.94,-5.11,27.4,59.4,0.461,20.9,40.0,0.524,6.5,19.4,0.333,14.5,18.9,0.768,10.5,24.4,34.9,14.1,5.9,3.0,12.2,14.5,108.3,102.6
Kansas,2022,"Texas Southern, Creighton, Providence, Miami (FL), Villanova, North Carolina",,78.2,67.2,22.28,11.3,28.6,59.8,0.478,21.5,40.0,0.536,7.2,19.8,0.361,13.9,19.4,0.717,11.0,26.9,37.9,15.3,6.3,4.3,12.1,15.9,111.5,95.8
Auburn,2022,Jacksonville State,Miami (FL),78.2,67.2,19.2,8.17,27.7,63.7,0.435,19.7,38.4,0.513,8.1,25.4,0.318,14.7,20.1,0.731,12.8,27.6,40.4,14.7,8.4,8.0,12.1,18.5,108.1,92.9
Wisconsin,2022,Colgate,Iowa State,69.9,66.0,13.13,9.16,24.7,58.5,0.422,18.2,37.4,0.487,6.5,21.1,0.306,14.1,19.0,0.743,9.3,25.7,35.0,11.1,5.3,2.9,8.7,16.8,104.4,98.5
Providence,2022,"South Dakota State, Richmond",Kansas,71.5,66.2,13.08,7.75,24.5,56.3,0.435,17.1,34.9,0.49,7.4,21.4,0.344,15.2,20.8,0.728,10.5,27.1,37.6,13.2,5.0,3.7,11.4,16.0,106.4,98.5
Iowa,2022,,Richmond,83.2,71.2,18.9,6.87,29.8,64.5,0.461,20.6,39.2,0.525,9.2,25.3,0.363,14.5,19.4,0.749,11.9,25.4,37.3,16.0,7.3,4.3,9.2,16.2,117.5,100.5
LSU,2022,,Iowa State,72.6,63.4,17.45,8.3,25.9,59.0,0.438,19.4,38.5,0.504,6.5,20.5,0.316,14.4,19.7,0.731,12.1,24.9,37.0,12.7,11.0,4.3,14.7,19.1,102.3,89.4
USC,2022,,Miami (FL),72.4,66.0,12.5,6.09,26.8,58.9,0.455,20.0,39.9,0.501,6.8,18.9,0.357,12.1,18.2,0.664,11.7,28.4,40.1,14.3,5.0,4.4,12.2,15.6,106.5,97.0
San Diego State,2022,,Creighton,65.4,58.1,13.13,5.85,23.8,55.0,0.432,17.8,38.1,0.467,6.0,16.9,0.354,11.8,17.1,0.692,9.8,25.2,35.0,11.9,7.5,4.8,12.8,17.5,99.0,88.0
Creighton,2022,San Diego State,Kansas,69.2,66.4,11.34,8.54,25.6,57.2,0.448,18.9,35.4,0.533,6.7,21.8,0.308,11.3,15.3,0.738,9.6,28.5,38.1,13.3,5.5,4.3,14.1,13.6,100.5,96.4
Miami (FL),2022,"Southern California, Auburn, Iowa State",Kansas,73.9,70.4,11.22,7.62,27.3,57.7,0.473,20.4,37.2,0.548,6.9,20.5,0.339,12.4,16.6,0.742,7.3,23.3,30.6,14.1,8.9,3.2,9.5,14.9,108.6,103.3
Iowa State,2022,"Louisiana State, Wisconsin",Miami (FL),65.6,62.5,12.38,9.33,24.3,56.3,0.431,17.6,35.1,0.501,6.7,21.2,0.315,10.4,15.2,0.683,9.6,22.8,32.4,14.7,8.5,3.1,13.8,18.3,96.9,92.4
Richmond,2022,Iowa,Providence,71.0,68.4,7.07,4.48,25.2,57.1,0.442,17.4,33.3,0.523,7.8,23.8,0.329,12.7,17.7,0.718,7.6,24.7,32.3,14.5,7.6,2.4,9.8,13.9,104.8,100.9
South Dakota State,2022,,Providence,85.9,73.2,6.6,-3.77,30.8,59.1,0.521,21.5,38.2,0.563,9.3,20.9,0.445,14.9,19.7,0.758,7.4,28.1,35.5,15.1,6.1,2.5,11.0,15.3,119.3,101.7
Colgate,2022,,Wisconsin,75.6,67.1,0.98,-6.37,27.5,58.1,0.474,17.6,33.6,0.525,9.9,24.5,0.404,10.6,15.2,0.697,8.8,27.3,36.2,17.1,6.1,3.6,11.3,14.5,111.4,98.9
Jacksonville State,2022,,Auburn,73.5,67.2,-0.19,-3.79,26.2,56.1,0.467,16.9,32.1,0.527,9.3,24.0,0.386,11.9,17.3,0.686,9.6,27.2,36.8,14.3,6.2,2.9,13.1,14.3,108.6,99.3
Texas Southern,2022,Texas A&M-Corpus Christi,Kansas,69.0,66.1,-3.3,-6.24,25.1,57.9,0.433,19.5,40.0,0.486,5.6,17.9,0.314,13.2,19.5,0.679,11.8,27.6,39.4,10.7,5.6,5.2,14.9,17.7,98.6,94.4
Alabama,2023,"Texas A&M-Corpus Christi, Maryland",San Diego State,81.8,68.3,23.19,9.65,27.6,62.5,0.442,17.8,33.0,0.538,9.9,29.5,0.335,16.6,22.9,0.725,13.1,31.6,44.6,15.0,6.1,5.1,13.8,18.7,110.4,92.1
Arizona,2023,,Princeton,81.9,71.1,19.08,8.34,29.2,59.2,0.494,20.8,36.9,0.564,8.4,22.3,0.378,15.0,21.2,0.708,10.2,29.1,39.3,18.9,6.1,3.1,13.4,16.9,112.6,97.8
Baylor,2023,UC Santa Barbara,Creighton,77.0,70.3,17.3,10.54,25.9,57.6,0.45,16.4,31.7,0.516,9.5,25.8,0.368,15.8,21.2,0.744,11.5,22.5,34.0,14.2,6.6,2.4,12.1,17.4,113.3,103.3
Virginia,2023,,Furman,67.8,60.5,13.28,5.97,24.0,53.5,0.449,17.4,34.4,0.504,6.7,19.1,0.35,13.1,18.6,0.703,8.3,24.0,32.2,15.7,6.8,4.3,8.5,14.3,108.1,96.5
San Diego State,2023,"College of Charleston, Furman, Alabama, Creighton, Florida Atlantic",Connecticut,71.2,63.5,15.81,8.92,25.3,57.7,0.438,18.3,37.8,0.485,6.9,19.9,0.348,13.6,18.9,0.722,10.9,25.4,36.3,12.9,6.7,3.9,11.6,16.3,106.1,94.6
Creighton,2023,"NC State, Baylor, Princeton",San Diego State,76.4,68.4,17.82,9.8,27.4,58.5,0.469,18.8,34.1,0.551,8.6,24.4,0.354,13.0,16.6,0.783,8.3,28.7,37.0,15.7,5.0,4.1,11.6,13.1,109.6,98.1
Missouri,2023,Utah State,Princeton,78.9,74.4,11.4,6.89,28.2,59.8,0.472,18.9,33.9,0.558,9.3,25.8,0.36,13.2,17.4,0.758,8.9,21.4,30.2,15.9,10.2,2.7,11.1,18.0,112.0,105.6
Maryland,2023,West Virginia,Alabama,69.7,63.5,14.58,8.35,24.6,55.0,0.448,18.0,34.7,0.518,6.7,20.3,0.328,13.8,18.9,0.732,9.8,23.8,33.6,11.4,5.5,3.7,10.7,16.0,107.7,98.1
West Virginia,2023,,Maryland,76.0,70.9,15.95,10.89,25.9,57.4,0.452,18.6,36.6,0.509,7.3,20.8,0.35,16.8,22.6,0.743,11.3,22.6,33.9,13.0,6.7,3.1,12.9,18.6,108.8,101.5
Utah State,2023,,Missouri,78.2,69.9,14.23,6.81,27.1,56.4,0.479,17.8,32.4,0.548,9.3,24.0,0.387,14.8,19.4,0.763,8.6,26.9,35.5,16.7,5.0,3.3,12.2,16.8,112.6,100.7
North Carolina State,2023,,Creighton,77.7,70.8,12.5,5.58,28.9,64.1,0.45,20.6,40.3,0.511,8.3,23.8,0.347,11.7,16.2,0.722,11.3,25.3,36.6,12.8,7.8,4.5,9.4,17.4,110.9,101.1
Charleston,2023,,San Diego State,80.1,67.2,8.4,-4.01,27.4,62.9,0.436,17.5,32.9,0.531,9.9,30.0,0.331,15.4,20.7,0.744,13.5,26.8,40.3,13.7,7.4,3.1,11.9,16.9,112.5,94.4
Furman,2023,Virginia,San Diego State,80.9,71.2,4.88,-2.9,28.2,59.1,0.477,18.8,31.7,0.592,9.4,27.4,0.344,15.0,20.2,0.741,9.8,25.3,35.1,16.7,6.6,3.2,11.0,16.8,115.4,101.6
UC Santa Barbara,2023,,Baylor,71.7,65.9,3.3,-2.03,26.4,53.6,0.493,20.9,37.7,0.553,5.5,15.9,0.35,13.4,18.4,0.727,8.0,23.8,31.8,14.1,6.3,2.5,11.3,16.1,109.1,100.2
Princeton,2023,"Arizona, Missouri",Creighton,75.5,68.5,4.76,-0.97,27.1,59.6,0.455,18.6,34.7,0.536,8.5,24.9,0.342,12.8,18.0,0.712,10.2,28.8,39.0,13.4,4.9,3.3,12.0,16.0,108.1,98.1
Texas A&M–Corpus Christi,2023,Southeast Missouri State,Alabama,80.1,73.2,-2.57,-7.02,27.7,61.5,0.451,20.1,40.5,0.496,7.7,21.0,0.364,16.9,21.4,0.792,12.1,25.2,37.3,15.3,8.5,1.7,12.8,19.0,110.9,101.3
Purdue,2023,,FDU,72.7,62.7,18.23,8.31,25.3,55.3,0.457,18.4,34.1,0.541,6.8,21.2,0.322,15.3,20.6,0.744,12.3,26.4,38.7,15.5,4.7,3.7,11.1,13.7,112.8,97.4
Marquette,2023,Vermont,Michigan State,79.3,70.3,17.07,8.01,29.3,60.4,0.486,20.4,35.1,0.582,8.9,25.3,0.353,11.7,16.3,0.718,8.8,23.0,31.8,17.3,9.2,3.0,10.7,16.2,112.9,100.0
Kansas State,2023,"Montana State, Kentucky, Michigan State",Florida Atlantic,76.2,69.9,15.79,9.48,26.7,57.9,0.461,19.5,37.0,0.528,7.2,20.9,0.343,15.6,20.9,0.748,9.9,24.8,34.6,17.0,8.0,2.8,13.8,17.9,106.2,97.4
Tennessee,2023,"Louisiana, Duke",Florida Atlantic,70.8,57.9,20.84,7.98,25.2,58.3,0.433,17.6,34.9,0.503,7.7,23.3,0.329,12.6,17.9,0.708,12.9,25.5,38.4,16.7,8.3,3.6,12.0,16.6,107.0,87.6
Duke,2023,Oral Roberts,Tennessee,72.0,63.6,15.83,7.44,26.0,57.6,0.452,19.2,37.3,0.515,6.8,20.3,0.335,13.2,17.2,0.766,12.0,26.7,38.7,14.6,5.7,4.5,12.0,15.3,109.5,96.8
Kentucky,2023,Providence,Kansas State,74.5,67.8,14.76,8.08,27.3,60.1,0.454,21.1,42.1,0.5,6.3,18.0,0.347,13.6,19.2,0.706,13.9,25.5,39.4,15.1,6.4,3.7,11.8,16.0,110.7,100.8
Michigan State,2023,"Southern California, Marquette",Kansas State,70.9,67.9,14.25,11.25,25.9,57.2,0.452,18.4,38.3,0.482,7.4,18.9,0.393,11.8,15.5,0.759,9.0,26.6,35.7,14.6,4.7,3.0,10.9,16.4,106.8,102.3
Memphis,2023,,Florida Atlantic,79.4,71.8,14.5,6.9,28.7,59.9,0.479,22.5,42.5,0.531,6.1,17.4,0.353,15.9,21.2,0.747,10.4,25.5,35.9,15.6,8.6,4.5,13.3,18.2,108.7,98.3
Florida Atlantic,2023,"Memphis, FDU, Tennessee, Kansas State",San Diego State,77.8,65.3,13.92,2.29,27.8,59.6,0.466,18.2,33.4,0.545,9.6,26.3,0.366,12.6,17.5,0.719,10.9,28.1,38.9,14.4,6.5,2.6,11.8,15.7,112.8,94.7
USC,2023,,Michigan State,72.5,67.4,13.06,8.0,25.9,56.9,0.455,19.4,38.1,0.51,6.5,18.8,0.345,14.1,18.9,0.745,9.4,25.9,35.3,13.5,6.9,5.1,12.4,17.2,105.6,98.3
Providence,2023,,Kentucky,77.3,71.0,12.89,6.55,27.3,59.8,0.456,20.7,40.8,0.508,6.6,19.1,0.346,16.1,21.7,0.742,12.1,26.0,38.1,14.6,6.8,4.5,11.7,15.0,111.2,102.1
Oral Roberts,2023,,Duke,83.3,70.2,8.54,-2.84,30.2,63.7,0.474,19.5,34.4,0.567,10.7,29.3,0.365,12.1,15.7,0.774,8.9,27.9,36.8,14.7,6.8,5.4,9.4,12.9,116.5,98.2
Louisiana,2023,,Tennessee,77.4,69.5,4.27,-0.51,27.9,58.0,0.482,20.9,39.3,0.532,7.0,18.7,0.376,14.4,21.2,0.682,11.1,25.4,36.5,14.4,7.2,3.0,12.2,17.0,111.4,100.0
Montana State,2023,,Kansas State,73.9,66.9,2.17,-1.43,25.1,53.6,0.469,18.9,35.3,0.537,6.2,18.3,0.336,17.5,23.3,0.754,8.3,24.7,33.0,12.5,6.5,3.0,11.9,18.3,108.1,97.8
Vermont,2023,,Marquette,72.7,66.9,1.63,-3.13,26.5,55.9,0.474,17.9,31.9,0.561,8.6,24.0,0.358,11.1,15.9,0.697,6.5,24.9,31.3,13.7,5.9,2.9,9.4,14.8,109.7,101.0
Texas Southern,2023,,FDU,69.2,71.9,-10.56,-5.05,25.5,59.9,0.427,20.9,43.1,0.485,4.7,16.8,0.277,13.5,20.3,0.664,11.6,25.9,37.5,11.8,6.7,3.3,14.6,18.8,95.6,99.4
Houston,2023,"Northern Kentucky, Auburn",Miami (FL),74.9,57.5,22.2,4.79,27.3,59.5,0.458,19.6,37.0,0.531,7.7,22.6,0.34,12.6,17.2,0.733,12.8,26.1,38.9,14.7,7.9,4.9,10.0,16.7,115.5,88.6
Texas,2023,"Colgate, Penn State, Xavier",Miami (FL),78.0,67.8,20.56,10.43,28.5,60.2,0.473,21.3,39.4,0.54,7.2,20.8,0.347,13.8,18.4,0.748,9.6,24.5,34.1,16.2,7.9,3.6,11.6,17.4,110.1,95.8
Xavier,2023,"Kennesaw State, Pittsburgh",Texas,80.9,74.1,16.03,9.16,30.0,61.0,0.492,22.6,42.0,0.538,7.4,19.0,0.39,13.6,19.1,0.71,10.3,27.5,37.7,19.1,6.4,3.2,12.4,16.0,112.1,102.6
Indiana,2023,Kent State,Miami (FL),74.7,68.7,14.94,8.88,28.4,58.4,0.486,22.7,42.9,0.529,5.7,15.5,0.368,12.2,17.2,0.711,9.2,26.5,35.7,15.2,5.8,5.1,11.5,17.1,109.0,100.1
Miami (FL),2023,"Drake, Indiana, Houston, Texas",Connecticut,79.1,71.9,13.97,6.84,28.6,59.6,0.48,21.1,39.2,0.538,7.5,20.4,0.368,14.4,18.3,0.784,10.4,24.4,34.7,14.5,7.3,3.1,11.1,14.2,114.3,104.0
Iowa State,2023,,Pittsburgh,67.6,62.6,15.36,10.39,25.3,57.0,0.443,18.9,37.7,0.5,6.4,19.3,0.331,10.7,15.9,0.67,11.5,22.2,33.7,13.8,8.8,2.9,12.9,19.2,102.2,94.6
Texas A&M,2023,,Penn State,72.8,66.5,13.76,7.42,23.9,55.2,0.432,17.7,36.2,0.488,6.2,19.0,0.326,18.9,24.9,0.759,12.4,24.4,36.8,12.5,6.7,2.3,12.3,18.2,108.5,99.0
Iowa,2023,,Auburn,80.1,74.7,14.08,8.69,28.5,62.9,0.453,20.5,39.3,0.521,8.0,23.6,0.34,15.0,20.3,0.738,12.1,24.5,36.6,16.4,6.5,3.4,9.8,14.8,113.7,106.0
Auburn,2023,Iowa,Houston,72.8,67.7,14.35,9.29,25.7,58.6,0.439,19.2,37.9,0.507,6.5,20.6,0.315,14.8,21.3,0.696,11.6,24.6,36.2,14.1,7.7,5.1,12.2,19.3,105.6,98.3
Penn State,2023,Texas A&M,Texas,72.2,68.2,13.04,9.02,26.4,57.1,0.463,16.0,30.2,0.531,10.4,26.9,0.387,9.0,12.1,0.739,6.1,26.4,32.6,13.7,4.4,2.1,9.0,15.5,110.4,104.2
Mississippi State,2023,,Pittsburgh,65.7,61.0,11.43,6.69,24.0,56.9,0.421,18.8,37.3,0.504,5.2,19.7,0.266,12.5,19.3,0.647,12.9,24.9,37.9,14.2,8.6,3.4,12.8,15.2,99.8,92.6
Drake,2023,,Miami (FL),74.8,63.9,7.84,-1.14,27.2,58.1,0.469,19.3,36.6,0.526,7.9,21.5,0.37,12.4,16.2,0.767,7.9,27.8,35.7,13.7,5.3,2.6,10.5,14.9,109.2,93.3
Kent State,2023,,Indiana,76.1,65.9,7.53,-1.22,27.3,60.8,0.45,19.5,37.4,0.521,7.9,23.4,0.336,13.6,18.7,0.726,11.0,24.7,35.7,12.3,8.8,3.9,11.4,18.8,108.9,94.2
Kennesaw State,2023,,Xavier,75.0,69.0,0.6,-2.06,26.6,57.7,0.461,18.4,35.4,0.521,8.2,22.4,0.365,13.7,20.7,0.661,9.6,25.6,35.3,14.3,7.9,2.7,12.4,18.0,106.4,97.8
Colgate,2023,,Texas,78.1,69.3,2.2,-5.86,29.8,58.2,0.511,21.6,38.0,0.569,8.2,20.3,0.403,10.4,15.7,0.661,8.0,25.7,33.7,18.2,7.1,2.9,10.2,12.5,114.5,101.7
Northern Kentucky,2023,,Houston,67.8,63.5,-0.83,-2.89,24.3,57.1,0.426,16.2,33.4,0.485,8.1,23.6,0.342,11.1,15.9,0.696,11.3,21.2,32.5,13.4,9.4,2.5,11.3,15.3,104.8,98.3
Kansas,2023,Howard,Arkansas,75.4,68.1,19.2,11.84,27.8,59.5,0.468,20.9,39.4,0.53,7.0,20.1,0.347,12.8,17.8,0.72,9.8,26.1,35.9,16.4,8.8,3.9,12.3,16.6,106.8,96.3
UCLA,2023,"UNC Asheville, Northwestern",Gonzaga,74.1,60.7,22.11,8.65,27.9,60.7,0.46,21.8,43.1,0.506,6.1,17.6,0.349,12.2,16.6,0.731,11.3,24.0,35.3,14.5,8.4,3.8,10.0,15.5,110.3,90.3
Gonzaga,2023,"Grand Canyon, TCU, UCLA",Connecticut,86.1,73.4,18.98,8.04,32.1,61.7,0.521,24.6,41.8,0.588,7.5,19.9,0.379,14.4,20.8,0.693,10.4,26.8,37.2,16.3,7.2,3.4,10.7,16.6,119.5,101.8
UConn,2023,"Iona, Saint Mary's (CA), Arkansas, Gonzaga, Miami (FL), San Diego State",,78.6,64.1,22.95,8.51,27.7,59.8,0.464,18.7,34.9,0.536,9.1,24.9,0.363,14.0,18.4,0.761,13.0,26.3,39.3,17.5,6.3,4.9,12.9,17.7,114.9,93.8
Saint Mary's,2023,Virginia Commonwealth,Connecticut,70.7,60.1,17.41,7.18,25.4,55.8,0.455,17.9,35.2,0.507,7.5,20.6,0.365,12.4,17.9,0.694,10.6,24.7,35.3,12.5,6.8,3.5,10.7,16.5,109.6,93.3
TCU,2023,Arizona State,Gonzaga,75.3,68.4,15.61,8.78,27.6,60.8,0.453,21.9,42.6,0.515,5.6,18.2,0.31,14.5,20.7,0.699,11.5,24.3,35.8,16.1,8.0,4.7,11.9,16.5,105.8,96.2
